Sprungtyp,SprungID,ACC_N,ACC_N_ROT_filtered,Acc_x_Fil,Acc_y_Fil,Acc_z_Fil,Gyro_x_Fil,Gyro_y_Fil,Gyro_z_Fil,DJump_SIG_I_x LapEnd,DJump_SIG_I_y LapEnd,DJump_SIG_I_z LapEnd,DJump_Abs_I_x LapEnd,DJump_Abs_I_y LapEnd,DJump_Abs_I_z LapEnd
Barani A,20190930-1616-FRANKFURT_1-01-183,16.385,17.03,0.842,0.214,3.491,-85.809,0.584,102.272,-156.201,0.838,180.59,164.628,230.057,187.582
Salto C,20190930-1616-FRANKFURT_1-01-199,18.325,18.385,-1.11,-0.105,4.399,5.299,178.665,0.11,9.865,346.446,-6.164,23.869,378.291,46.191
Fliffis C,20190930-1616-FRANKFURT_1-01-200,33.689,34.061,-15.737,0.994,-2.658,-49.735,-192.073,86.791,-92.113,-356.839,155.084,114.247,661.75,189.309
Doppelsalto B,20190930-1616-FRANKFURT_1-01-201,32.695,32.582,-15.133,0.492,-1.421,8.427,382.1,-10.967,14.963,697.379,-26.159,59.147,743.233,68.547
Barani A,20190930-1616-FRANKFURT_1-01-202,17.138,17.549,0.097,0.443,3.684,-98.1,-8.879,93.969,-179.738,-14.012,166.655,186.675,240.4,184.031
Salto C,20190930-1616-FRANKFURT_1-01-216,14.757,14.904,-1.158,-0.076,5.784,-8.201,181.147,-1.076,-15.394,351.08,-8.296,24.797,356.194,37.148
Salto C,20190930-1616-FRANKFURT_1-01-223,18.634,18.659,-1.022,-0.207,4.638,-1.785,178.936,-0.494,-3.707,350.136,-7.377,26.205,381.894,52.893
Fliffis C,20190930-1616-FRANKFURT_1-01-224,33.636,34.197,-16.56,1.083,-2.612,-56.121,-206.019,90.302,-105.323,-384.027,162.242,124.437,656.249,208.866
Doppelsalto B,20190930-1616-FRANKFURT_1-01-225,31.106,30.696,-15.937,0.808,2.506,14.195,382.226,-10.212,25.947,707.795,-24.34,48.422,748.555,61.601
Barani A,20190930-1616-FRANKFURT_1-01-226,16.356,17.075,1.317,0.179,3.088,-81.385,0.708,95.763,-147.179,3.326,166.929,156.333,243.009,177.129
Salto C,20190930-1616-FRANKFURT_1-01-239,17.885,17.903,-0.754,-0.031,4.253,-3.686,178.312,3.022,-6.992,344.071,-0.274,33.13,373.136,43.167
Fliffis C,20190930-1616-FRANKFURT_1-01-240,34.185,34.557,-16.233,1.027,-2.392,-50.371,-213.451,88.026,-93.899,-397.088,157.554,116.824,663.298,210.368
Doppelsalto B,20190930-1616-FRANKFURT_1-01-241,33.152,32.995,-15.239,0.032,-0.755,7.133,382.197,-11.414,12.45,701.677,-26.069,46.755,745.732,63.306
Barani A,20190930-1616-FRANKFURT_1-01-242,16.328,16.731,0.553,0.017,4.353,-66.95,11.397,88.925,-124.402,22.416,158.003,140.769,252.031,181.047
Salto C,20190930-1616-FRANKFURT_1-01-255,18.301,18.273,-1.927,0.227,5.214,1.541,180.802,3.19,2.92,351.209,-0.384,34.492,380.095,56.838
Fliffis C,20190930-1616-FRANKFURT_1-01-256,34.623,35.138,-17.736,0.912,-2.836,-52.62,-194.104,97.312,-96.384,-354.622,172.022,118.005,658.426,216.044
Doppelsalto B,20190930-1616-FRANKFURT_1-01-257,33.44,33.343,-16.05,0.123,0.23,0.463,385.141,-12.706,0.682,703.193,-28.882,47.476,751.815,60.825
Barani A,20190930-1616-FRANKFURT_1-01-258,16.908,17.364,1.314,0.664,3.207,-92.705,1.634,105.752,-168.895,4.801,186.387,174.455,225.574,193.412
Barani A,20190930-1616-FRANKFURT_1-01-272,15.914,16.045,0.195,0.007,3.897,-88.413,-3.271,96.852,-162.792,-6.544,174.047,166.6,249.145,181.955
Doppelsalto C,20190930-1616-FRANKFURT_1-01-273,34.104,33.959,-14.933,1.559,-2.665,20.588,376.356,5.822,38.321,690.154,4.824,70.811,701.418,79.919
Barani C,20190930-1616-FRANKFURT_1-01-274,16.898,17.13,-0.029,1.033,4.191,-76.933,-50.192,117.317,-138.422,-90.916,208.153,157.762,250.153,217.342
Barani A,20190930-1616-FRANKFURT_1-01-295,16.971,17.065,-0.488,0.151,4.034,-87.333,23.181,91.318,-159.411,42.333,161.85,167.054,261.218,175.412
Doppelsalto C,20190930-1616-FRANKFURT_1-01-296,34.404,34.413,-16.677,0.965,-3.548,6.363,385.952,4.425,12.492,691.455,3.1,54.972,704.946,51.4
Barani C,20190930-1616-FRANKFURT_1-01-297,16.397,16.516,0.551,-0.514,4.429,-46.562,-26.961,107.004,-82.275,-47.084,184.762,86.289,274.877,207.443
Barani A,20190930-1616-FRANKFURT_1-01-311,15.942,16.196,0.187,-0.127,3.751,-85.108,17.829,92.393,-156.68,32.178,164.855,161.271,246.164,178.044
Doppelsalto C,20190930-1616-FRANKFURT_1-01-312,34.703,34.667,-17.01,0.602,-2.152,0.561,385.609,6.397,2.257,711.448,7.351,43.548,723.714,59.99
Barani C,20190930-1616-FRANKFURT_1-01-313,19.429,19.368,-1.105,0.593,4.965,-68.165,-63.005,100.098,-124.399,-114.962,178.895,139.925,285.763,189.622
Barani A,20190930-1616-FRANKFURT_1-01-325,16.435,16.543,0.266,0.275,3.79,-89.163,19.731,89.42,-162.607,35.74,158.866,175.226,244.666,181.831
Doppelsalto C,20190930-1616-FRANKFURT_1-01-326,34.476,34.317,-15.427,1.425,-3.58,9.515,387.581,-7.464,17.66,703.181,-18.694,65.013,715.451,81.26
Barani C,20190930-1616-FRANKFURT_1-01-327,17.066,17.399,-1.303,0.482,4.473,-60.585,-32.789,114.274,-108.852,-59.816,202.696,118.42,283.894,204.26
Salto C,20190930-1616-FRANKFURT_1-01-328,20.605,20.641,-3.21,0.028,4.375,-15.934,194.262,-2.745,-28.7,355.907,-9.983,38.377,383.388,53.741
Barani A,20190930-1616-FRANKFURT_1-01-344,16.138,16.292,-0.201,-0.183,4.204,-82.302,26.189,86.271,-153.433,48.925,155.91,156.334,260.49,165.471
Doppelsalto C,20190930-1616-FRANKFURT_1-01-345,34.808,34.724,-16.166,0.103,-2.348,0.668,384.057,1.682,2.279,708.68,-2.003,51.374,726.149,71.202
Barani C,20190930-1616-FRANKFURT_1-01-346,18.561,18.622,-2.053,1.172,5.022,-57.084,-73.04,102.275,-105.717,-134.768,185.065,120.887,310.921,204.548
Salto C,20190930-1616-FRANKFURT_1-01-347,19.847,20.055,-3.255,-0.114,4.234,-17.569,189.484,-3.173,-31.418,350.993,-10.695,51.839,379.171,73.027
Barani C,20190930-1616-FRANKFURT_1-01-361,17.579,17.656,-1.399,0.885,4.597,-65.117,-45.689,109.997,-120.434,-85.073,199.832,130.291,281.375,208.18
Salto C,20190930-1616-FRANKFURT_1-01-362,18.283,18.251,-2.243,0.038,4.616,-11.562,187.789,7.975,-20.798,352.166,9.682,39.83,376.566,50.119
1 3/4 salto Vorwärts B,20190930-1616-FRANKFURT_1-01-363,27.518,27.238,-16.373,0.134,1.342,-1.018,-331.318,11.936,-1.312,-634.749,17.586,38.872,695.808,66.771
Fliffis aus C aus dem Rücken,20190930-1616-FRANKFURT_1-01-364,41.096,41.886,-27.363,1.891,-6.399,-1.708,-273.601,99.308,-2.155,-484.438,171.18,97.733,767.421,257.966
Salto C,20190930-1153-FRANKFURT_1-01-76,18.288,18.248,-2.001,-0.347,4.928,19.091,175.969,1.154,37.161,341.048,-3.696,50.279,376.921,41.091
Barani A,20190930-1153-FRANKFURT_1-01-77,15.876,16.028,0.035,-0.466,4.267,-62.995,6.186,104.4,-118.264,13.092,192.068,152.824,251.259,204.44
Salto B,20190930-1153-FRANKFURT_1-01-78,20.089,20.082,-2.668,-0.062,4.035,16.854,181.606,4.562,32.564,347.65,2.981,49.497,408.072,53.386
Barani A,20190930-1153-FRANKFURT_1-01-79,16.266,16.437,-0.693,-0.482,4.228,-62.546,-4.517,104.559,-116.353,-7.284,190.534,141.891,265.282,203.186
Salto A,20190930-1153-FRANKFURT_1-01-80,15.039,15.124,0.104,-0.721,4.298,13.838,181.106,-4.641,26.753,341.028,-14.793,41.614,341.028,49.864
Salto C,20190930-1153-FRANKFURT_1-01-87,18.829,18.675,-2.035,-0.247,5.111,19.968,179.443,3.253,38.706,347.324,0.608,49.669,377.181,44.612
Barani A,20190930-1153-FRANKFURT_1-01-88,16.163,16.339,-1.103,-0.388,4.056,-49.946,14.843,110.113,-93.339,29.19,202.686,130.596,284.751,213.953
Salto B,20190930-1153-FRANKFURT_1-01-89,20.206,20.141,-2.711,-0.112,4.214,18.451,180.722,0.883,35.148,345.035,-3.904,52.361,410.368,47.464
Barani A,20190930-1153-FRANKFURT_1-01-90,16.288,16.555,-0.818,-0.471,3.881,-56.221,13.69,110.966,-103.273,26.1,200.251,134.082,271.651,211.631
Salto A,20190930-1153-FRANKFURT_1-01-91,14.988,14.858,0.654,-0.545,4.625,18.718,183.317,-9.525,34.204,336.32,-23.149,42.143,336.32,47.275
Salto A,20190930-1153-FRANKFURT_1-01-105,18.282,18.383,-2.314,-0.362,4.604,18.039,183.451,1.253,35.18,352.664,-2.852,47.375,380.672,39.929
Salto B,20190930-1153-FRANKFURT_1-01-106,19.469,19.66,-3.836,-0.099,3.459,20.093,190.077,11.502,38.285,359.429,16.379,56.624,418.864,46.079
Salto C,20190930-1153-FRANKFURT_1-01-107,14.71,14.734,-0.093,-0.871,4.712,17.689,188.626,-4.404,33.178,351.076,-13.622,38.324,351.076,34.12
Doppelsalto C,20190930-1153-FRANKFURT_1-01-108,34.52,34.381,-16.851,0.729,-2.635,20.222,383.081,20.301,38.208,710.705,32.403,45.969,716.612,59.848
Salto A,20190930-1153-FRANKFURT_1-01-125,18.161,18.21,-2.456,-0.231,4.69,25.484,183.967,-4.877,49.362,353.404,-14.662,60.295,385.527,41.713
Salto B,20190930-1153-FRANKFURT_1-01-126,19.194,19.378,-3.471,0.099,3.662,29.144,188.26,9.488,55.521,354.707,12.624,65.989,413.653,43.266
Salto C,20190930-1153-FRANKFURT_1-01-127,14.957,14.991,-0.481,-0.844,4.502,20.491,193.31,-2.776,37.933,356.088,-10.561,49.299,356.088,39.881
Doppelsalto C,20190930-1153-FRANKFURT_1-01-128,31.942,32.35,-14.094,0.412,-3.127,11.349,366.849,9.964,21.139,684.375,13.204,48.466,687.397,43.509
3/4 Salto rw A,20190930-1153-FRANKFURT_1-01-139,13.58,13.249,4.687,-0.96,5.028,16.574,146.824,-4.761,34.952,309.31,-16.713,41.725,313.081,34.186
Cody C,20190930-1153-FRANKFURT_1-01-140,21.183,21.858,-1.273,-0.394,-1.219,19.469,217.288,1.476,37.091,407.183,-2.217,58.512,507.479,55.166
Salto B,20190930-1153-FRANKFURT_1-01-141,20.169,20.151,-3.235,-0.406,3.446,17.578,187.892,9.224,33.354,351.205,11.915,45.578,417.924,42.353
Barani A,20190930-1153-FRANKFURT_1-01-142,16.628,16.659,-0.412,-0.534,3.965,-66.105,2.247,101.84,-121.976,5.02,183.268,152.89,259.087,194.335
Salto A,20190930-1153-FRANKFURT_1-01-143,14.848,14.933,-0.014,-0.289,4.435,23.553,187.757,-1.824,45.314,354.6,-8.622,48.445,354.6,36.365
Schraubensalto,20190930-1153-FRANKFURT_1-01-144,16.137,16.076,-1.267,-1.441,4.682,26.113,56.357,213.788,50.134,109.881,400.445,169.367,256.861,424.184
3/4 Salto rw A,20190930-1153-FRANKFURT_1-01-161,13.035,12.766,4.219,-0.917,4.464,13.545,144.712,-4.748,28.824,304.442,-16.497,33.355,307.983,34.078
Cody C,20190930-1153-FRANKFURT_1-01-162,20.827,21.47,0.133,0.141,-1.76,29.293,215.008,10.572,56.344,405.481,14.563,64.594,487.645,50.04
Salto B,20190930-1153-FRANKFURT_1-01-163,20.239,20.206,-3.023,-0.062,3.583,26.116,184.521,-4.085,49.678,346.13,-13.05,63.241,413.885,46.764
Barani A,20190930-1153-FRANKFURT_1-01-164,15.824,16.069,-0.099,-0.533,3.462,-61.898,3.294,105.112,-113.962,6.466,189.863,154.121,246.221,207.513
Salto A,20190930-1153-FRANKFURT_1-01-165,15.167,15.104,0.77,-0.707,4.766,24.536,186.721,-0.89,47.438,353.235,-7.361,50.22,353.235,41.331
Schraubensalto,20190930-1153-FRANKFURT_1-01-166,16.146,16.168,-1.346,-1.52,4.328,34.333,42.336,213.901,65.717,82.06,397.443,171.471,260.675,415.309
Salto A,20190930-1153-FRANKFURT_1-01-182,14.463,14.477,0.188,-0.561,5.136,20.009,179.771,4.482,39.865,350.095,2.523,41.407,350.095,23.165
Schraubensalto,20190930-1153-FRANKFURT_1-01-183,16.685,16.549,-1.678,-1.205,5.477,27.036,46.982,206.023,52.497,93.192,390.896,154.099,284.123,399.848
Rudi,20190930-1153-FRANKFURT_1-01-184,19.684,19.897,-4.866,0.053,5.099,-1.791,-13.129,323.125,-2.27,-24.635,605.681,176.82,248.381,607.256
Salto C,20190930-1153-FRANKFURT_1-01-185,17.881,17.9,-1.59,-0.215,4.217,20.919,181.733,-4.787,40.728,349.128,-15.588,50.479,370.112,53.199
Fliffis Rudi C,20190930-1153-FRANKFURT_1-01-186,38.271,38.685,-21.963,1.088,-1.623,57.094,-233.511,313.381,104.261,-421.959,562.481,174.308,655.454,597.912
Salto A,20190930-1153-FRANKFURT_1-01-200,14.971,14.951,-0.114,-0.611,5.075,30.279,178.936,3.488,59.353,348.675,0.478,60.816,348.675,38.568
Schraubensalto,20190930-1153-FRANKFURT_1-01-201,16.656,16.579,-1.873,-1.197,5.23,11.233,62.04,210.452,22.483,122.015,399.126,181.332,249.7,409.343
Rudi,20190930-1153-FRANKFURT_1-01-202,20.177,20.484,-5.46,-0.062,4.531,-11.676,-24.546,324.25,-20.956,-45.608,601.685,185.165,248.648,610.114
Salto C,20190930-1153-FRANKFURT_1-01-203,18.285,18.075,-0.704,-0.084,4.482,24.176,177.13,-6.229,46.541,337.32,-17.85,64.444,365.19,40.178
Fliffis Rudi C,20190930-1153-FRANKFURT_1-01-204,39.428,39.78,-22.014,2.559,-3.174,6.925,-204.442,322.11,13.233,-366.382,571.417,214.142,632.881,599.861
Doppelsalto C,20190930-1153-FRANKFURT_1-01-205,34.684,34.88,-15.401,0.915,-4.282,30.612,383.145,-4.261,55.685,693.27,-13.101,76.683,693.27,89.135
Salto A,20190930-1153-FRANKFURT_1-01-219,14.527,14.58,-0.052,-0.726,4.86,15.794,177.848,3.618,31.561,347.337,1.274,37.636,347.337,32.579
Schraubensalto,20190930-1153-FRANKFURT_1-01-220,16.224,16.105,-1.44,-0.849,5.59,25.161,40.017,198.321,50.2,81.323,382.473,148.005,299.339,383.977
Rudi,20190930-1153-FRANKFURT_1-01-221,19.808,19.974,-5.291,-0.284,5.226,0.417,-21.951,315.529,1.821,-41.906,605.606,156.994,276.272,610.404
Salto C,20190930-1153-FRANKFURT_1-01-222,18.08,17.989,-1.351,-0.481,4.736,12.335,177.074,-2.992,24.793,346.958,-11.769,52.144,377.201,52.698
Fliffis Rudi C,20190930-1153-FRANKFURT_1-01-223,36.924,37.367,-21.337,1.386,-1.748,44.957,-187.792,309.326,84.46,-349.427,568.539,178.425,635.755,607.71
Doppelsalto C,20190930-1153-FRANKFURT_1-01-224,34.376,34.705,-15.533,0.942,-4.679,35.753,378.132,-1.16,66.576,697.981,-7.355,70.424,698.709,74.806
3/4 Salto rw A,20190930-1153-FRANKFURT_1-01-236,13.027,12.818,4.252,-0.951,4.643,12.301,145.233,-4.953,26.733,306.303,-17.462,30.071,309.275,39.33
Cody C,20190930-1153-FRANKFURT_1-01-237,20.936,21.468,-0.483,0.154,-1.546,26.035,212.807,10.632,49.902,402.207,15.292,66.164,502.792,54.157
Salto B,20190930-1153-FRANKFURT_1-01-238,20.55,20.556,-2.597,-0.111,3.49,28.611,183.652,-3.339,54.749,346.921,-11.583,72.531,407.588,46.54
Barani A,20190930-1153-FRANKFURT_1-01-239,15.986,16.054,0.136,-0.641,4.076,-66.887,10.407,105.61,-125.107,19.637,193.503,161.422,244.36,207.86
Salto A,20190930-1153-FRANKFURT_1-01-240,14.616,14.708,-0.026,-0.682,4.497,27.57,185.056,1.183,53.118,352.886,-3.402,59.666,352.886,43.025
Schraubensalto,20190930-1153-FRANKFURT_1-01-241,16.324,16.134,-1.559,-1.203,5.225,16.312,52.713,208.251,31.946,103.514,393.15,167.137,266.558,399.226
Rudi,20190930-1153-FRANKFURT_1-01-242,19.683,19.715,-4.975,-0.165,5.413,1.623,-11.609,321.011,4.562,-21.538,606.617,188.309,247.143,610.927
Salto C,20190930-1153-FRANKFURT_1-01-243,16.781,16.865,-1.082,-0.432,4.288,20.083,183.504,-10.255,38.082,346.295,-25.853,53.869,354.227,50.397
Fliffis Rudi C,20190930-1153-FRANKFURT_1-01-244,37.846,38.504,-22.025,1.925,-3.393,37.761,-195.595,321.774,68.641,-349.532,569.861,202.855,637.263,602.588
Doppelsalto C,20190930-1153-FRANKFURT_1-01-245,35.177,34.971,-14.92,1.337,-4.568,45.193,381.927,-11.566,82.649,695.67,-25.349,94.244,695.67,65.743
Salto C,20190930-1247-FRANKFURT_2-01-28,18.056,18.038,-3.061,-0.488,4.456,-8.073,200.204,1.767,-14.42,358.473,-2.723,32.291,382.658,49.492
Salto B,20190930-1247-FRANKFURT_2-01-29,19.497,19.597,-4.473,-0.362,3.983,0.75,206.088,1.033,0.824,365.852,-3.764,27.314,427.344,53.181
Salto A,20190930-1247-FRANKFURT_2-01-30,15.713,15.864,-1.394,-0.131,3.925,15.203,202.434,1.101,26.113,352.414,-3.721,35.151,352.414,37.336
Salto B,20190930-1247-FRANKFURT_2-01-31,18.94,19.01,-3.459,-0.189,3.783,8.513,198.226,-5.338,14.332,346.373,-14.698,35.048,415.169,63.535
Salto C,20190930-1247-FRANKFURT_2-01-32,19.316,19.231,-2.683,0.064,4.071,4.355,203.475,-3.761,7.903,360.182,-13.056,33.2,385.772,44.466
Salto C,20190930-1247-FRANKFURT_2-01-43,18.348,18.352,-2.469,-0.376,4.301,-8.976,202.308,7.22,-16.521,359.395,7.586,29.256,385.697,38.323
Salto B,20190930-1247-FRANKFURT_2-01-44,16.172,16.231,-3.41,-0.268,5.288,-0.329,213.336,-0.01,-0.615,367.652,-5.607,16.504,370.715,27.579
Salto A,20190930-1247-FRANKFURT_2-01-45,15.761,15.899,-0.525,-0.713,4.2,-0.189,203.519,-17.319,-1.122,343.711,-35.283,30.016,343.711,52.984
Salto B,20190930-1247-FRANKFURT_2-01-46,17.709,17.707,-2.515,-0.303,3.907,-8.913,212.377,-4.41,-15.717,361.39,-13.495,27.81,371.171,43.226
Salto C,20190930-1247-FRANKFURT_2-01-47,16.864,17.056,-2.002,-0.109,3.725,-4.648,205.273,5.087,-8.29,345.138,3.115,30.411,346.303,31.943
Salto C,20190930-1247-FRANKFURT_2-01-76,18.682,18.788,-2.674,-0.354,4.136,0.237,190.802,3.992,0.367,349.769,1.116,25.565,390.951,40.711
Barani C,20190930-1247-FRANKFURT_2-01-77,17.733,17.831,-1.944,0.575,4.747,-54.74,-35.84,103.386,-100.833,-69.587,184.179,105.331,311.691,194.892
Salto B,20190930-1247-FRANKFURT_2-01-78,18.972,19.045,-3.234,0.011,4.499,6.82,194.064,-2.668,12.3,348.681,-11.038,25.039,403.74,41.176
Barani C,20190930-1247-FRANKFURT_2-01-79,17.811,18.027,-2.333,0.703,4.623,-69.704,-56.822,114.545,-125.386,-105.766,199.574,127.276,290.357,202.407
Salto A,20190930-1247-FRANKFURT_2-01-80,15.951,16.134,-0.88,-0.637,3.62,3.09,200.039,-6.429,5.438,352.585,-17.39,26.526,352.585,36.426
Salto C,20190930-1247-FRANKFURT_2-01-85,19.086,19.016,-2.938,-0.025,4.392,-0.34,194.523,5.916,-0.941,352.989,4.729,28.253,386.181,39.308
Barani C,20190930-1247-FRANKFURT_2-01-86,18.558,18.91,-3.215,0.861,4.362,-61.598,-69.312,111.132,-111.381,-128.018,193.471,126.326,314.464,208.497
Salto B,20190930-1247-FRANKFURT_2-01-87,20.316,20.194,-3.84,0.037,4.774,4.52,193.499,6.787,8.149,343.687,6.781,40.851,406.929,57.621
Barani C,20190930-1247-FRANKFURT_2-01-88,18.75,18.98,-2.782,0.71,4.661,-51.247,-71.596,109.366,-91.429,-131.234,188.133,95.999,318.435,195.76
Salto A,20190930-1247-FRANKFURT_2-01-89,15.851,15.857,0.574,-0.406,3.561,7.119,194.786,-5.942,11.926,341.68,-16.637,16.651,341.831,34.891
3/4 Salto rw A,20190930-1247-FRANKFURT_2-01-106,13.74,13.377,3.979,-0.523,4.704,7.19,152.381,-4.356,14.302,309.057,-14.28,26.437,313.203,39.295
Cody C,20190930-1247-FRANKFURT_2-01-107,23.745,24.484,-1.02,-0.281,-0.284,-16.478,220.478,7.393,-31.837,404.837,8.541,51.779,500.602,81.944
Salto B,20190930-1247-FRANKFURT_2-01-109,19.908,19.992,-3.169,-0.393,3.741,7.165,196.015,-1.728,12.417,355.731,-7.805,31.895,422.576,50.841
Barani C,20190930-1247-FRANKFURT_2-01-110,18.558,18.628,-1.621,0.305,4.522,-66.096,-45.66,96.733,-121.132,-87.585,172.474,131.707,309.167,183.999
Schraubensalto,20190930-1247-FRANKFURT_2-01-111,16.168,16.332,-2.206,-0.863,4.795,51.259,116.969,207.634,90.957,207.622,370.582,164.579,281.797,376.024
3/4 Salto rw A,20190930-1247-FRANKFURT_2-01-127,13.399,13.209,4.309,-0.622,4.721,11.2,155.117,-2.207,22.511,316.483,-9.023,31.42,317.278,47.962
Cody C,20190930-1247-FRANKFURT_2-01-128,24.072,24.751,-0.575,0.266,-0.049,-7.751,215.147,6.883,-15.86,398.872,7.974,53.787,510.098,82.987
Salto B,20190930-1247-FRANKFURT_2-01-130,19.993,19.86,-2.205,-0.43,4.161,9.387,192.743,-0.227,16.859,356.153,-4.889,28.867,417.563,48.174
Barani C,20190930-1247-FRANKFURT_2-01-131,17.961,18.267,-2.406,0.274,4.488,-60.355,-65.259,100.475,-112.599,-124.895,180.591,129.783,309.541,185.684
Schraubensalto,20190930-1247-FRANKFURT_2-01-132,16.209,16.414,-2.262,-1.071,4.335,34.232,78.893,206.109,61.943,142.414,374.427,176.159,279.4,382.241
3/4 Salto rw A,20190930-1247-FRANKFURT_2-01-148,13.463,13.169,3.679,-0.375,4.641,18.076,157.746,-2.425,36.191,318.749,-10.222,40.82,323.05,37.501
Cody C,20190930-1247-FRANKFURT_2-01-149,20.831,21.488,-0.604,0.072,2.923,-5.95,210.451,-0.711,-11.973,389.231,-6.079,44.126,504.072,55.273
Salto B,20190930-1247-FRANKFURT_2-01-151,19.7,19.711,-2.419,-0.261,4.372,0.221,187.017,-1.863,-0.538,343.943,-8.191,22.447,424.329,39.649
Barani C,20190930-1247-FRANKFURT_2-01-152,18.365,18.701,-1.515,0.036,4.075,-59.123,-43.819,103.874,-109.64,-85.723,186.042,120.199,313.816,198.584
Schraubensalto,20190930-1247-FRANKFURT_2-01-153,16.056,16.032,-0.732,-1.16,4.935,48.479,93.654,200.571,88.255,169.979,365.451,138.72,278.016,369.336
Barani C,20190930-1247-FRANKFURT_2-01-171,16.918,17.114,-1.568,0.303,4.449,-61.469,-38.332,104.657,-116.798,-76.361,193.402,124.229,286.554,198.133
Schraubensalto,20190930-1247-FRANKFURT_2-01-172,15.77,16.076,-2.827,-1.072,4.479,34.95,101.815,196.874,63.117,184.721,358.064,190.007,265.6,364.74
Salto A,20190930-1247-FRANKFURT_2-01-173,15.767,15.56,0.265,-0.491,4.919,-4.793,189.443,-4.963,-9.29,343.234,-13.589,31.899,343.234,45.325
Rudi,20190930-1247-FRANKFURT_2-01-174,20.101,20.395,-5.938,-0.4,5.783,60.983,7.017,305.004,107.848,8.823,540.568,190.449,298.563,559.374
Salto C,20190930-1247-FRANKFURT_2-01-175,17.252,16.991,-1.964,0.308,5.49,5.812,189.148,-9.942,10.051,341.149,-22.723,33.12,368.204,45.689
Fliffis C,20190930-1247-FRANKFURT_2-01-176,37.095,37.261,-16.173,0.607,-3.537,-61.523,-223.224,89.503,-110.142,-398.826,153.706,134.826,661.339,206.856
Barani C,20190930-1247-FRANKFURT_2-01-195,17.179,17.488,-0.995,0.174,4.407,-69.385,-33.362,96.257,-132.271,-67.662,177.249,136.749,287.197,190.411
Schraubensalto,20190930-1247-FRANKFURT_2-01-196,15.677,15.747,-2.929,-0.928,5.308,55.176,110.037,198.867,101.373,201.775,365.779,137.249,304.139,367.45
Salto A,20190930-1247-FRANKFURT_2-01-197,15.054,14.945,0.487,-0.276,4.874,-1.82,190.608,-3.741,-4.215,346.853,-12.31,28.929,346.853,36.164
Rudi,20190930-1247-FRANKFURT_2-01-198,19.154,19.545,-5.79,-0.777,6.276,89.152,-1.825,297.475,159.736,-8.356,530.664,232.151,329.614,553.29
Salto C,20190930-1247-FRANKFURT_2-01-199,21.476,21.184,-2.634,0.078,4.614,-6.986,190.815,-6.582,-13.818,345.376,-17.138,42.818,398.522,81.51
Fliffis C,20190930-1247-FRANKFURT_2-01-200,38.06,38.397,-17.138,1.141,-4.227,-74.787,-226.804,81.023,-131.345,-400.299,136.829,152.344,654.549,217.825
Barani C,20190930-1247-FRANKFURT_2-01-220,17.705,17.805,-1.484,0.378,4.857,-58.218,-48.92,106.041,-111.638,-96.972,197.998,132.011,304.679,206.361
Schraubensalto,20190930-1247-FRANKFURT_2-01-221,15.308,15.445,-2.028,-0.913,5.163,44.387,102.498,189.645,82.434,189.34,353.033,155.447,292.089,355.256
Salto A,20190930-1247-FRANKFURT_2-01-222,15.027,14.977,0.672,-0.101,4.755,12.003,189.033,0.065,21.807,352.437,-4.673,26.002,352.437,31.619
Rudi,20190930-1247-FRANKFURT_2-01-223,19.396,19.673,-5.408,-0.303,6.531,91.41,16.121,286.2,168.429,25.363,524.151,209.683,333.599,549.2
Salto C,20190930-1247-FRANKFURT_2-01-224,16.076,15.962,-1.743,0.142,5.712,2.944,193.952,-3.646,4.426,353.252,-11.501,27.749,354.651,37.301
Barani C,20190930-1247-FRANKFURT_2-01-242,18.098,18.245,-1.53,0.508,4.721,-60.855,-45.306,102.561,-118.24,-91.515,192.235,140.653,301.794,194.27
Schraubensalto,20190930-1247-FRANKFURT_2-01-243,15.476,15.736,-2.299,-0.783,5.023,41.688,101.059,190.605,77.574,186.906,354.726,160.52,293.129,357.844
Salto A,20190930-1247-FRANKFURT_2-01-244,15.636,15.459,0.111,-0.476,4.935,3.563,190.883,-6.073,5.757,351.949,-16.875,28.009,351.949,37.912
Rudi,20190930-1247-FRANKFURT_2-01-245,19.979,20.115,-5.278,-0.181,6.438,79.912,12.373,290.425,144.158,18.42,521.176,226.727,318.205,547.002
Salto C,20190930-1247-FRANKFURT_2-01-246,20.106,20.177,-0.363,-0.022,4.241,-7.662,190.82,2.805,-14.794,340.714,-0.214,45.477,351.953,57.211
Fliffis C,20190930-1247-FRANKFURT_2-01-247,36.452,36.534,-15.17,1.396,-2.878,-69.317,-231.724,89.659,-126.423,-419.483,157.042,145.421,654.733,219.714
3/4 Salto rw A,20190930-1247-FRANKFURT_2-01-263,13.628,13.306,4.055,-1.052,5.202,11.661,156.219,0.003,23.391,319.773,-4.308,35.007,322.925,51.418
Cody C,20190930-1247-FRANKFURT_2-01-264,23.453,24.256,-0.618,-0.422,-0.545,-9.637,213.012,2.239,-18.709,390.507,-0.684,51.821,491.609,75.14
Salto B,20190930-1247-FRANKFURT_2-01-266,19.422,19.399,-2.118,-0.541,4.323,-1.835,187.542,-4.319,-4.221,343.179,-13.306,25.496,405.556,41.981
Barani C,20190930-1247-FRANKFURT_2-01-267,17.475,17.662,-1.261,0.423,4.414,-56.178,-46.725,107.815,-105.087,-90.386,195.311,115.526,296.507,200.396
