Sprungtyp,SprungID,ACC_N,ACC_N_ROT_filtered,Acc_x_Fil,Acc_y_Fil,Acc_z_Fil,Gyro_x_Fil,Gyro_y_Fil,Gyro_z_Fil
Doppelsalto B,20190930-1616-FRANKFURT_1-01-225,23.824,19.739,16.864,3.097,29.054,25.616,238.0,24.574
Von Bauch in Stand,0609-1-01-132,24.88,24.843,16.537,0.929,18.612,11.974,62.073,16.071
Salto A,20190930-1153-FRANKFURT_1-01-105,24.03,22.219,9.745,1.512,26.396,26.111,177.479,21.08
Von Bauch in Stand,0609-1-01-226,24.687,25.183,17.425,0.978,18.452,17.565,66.826,23.744
Doppelsalto B,0609-1-01-609,24.238,21.114,18.652,2.019,28.976,37.067,273.029,32.64
Salto C,0609-1-01-402,23.572,21.773,10.52,0.936,25.338,20.369,180.511,16.63
Salto C,20190930-1616-FRANKFURT_1-01-59,23.402,21.211,11.517,1.669,25.337,19.533,199.619,24.666
Doppelsalto C,0609-1-01-775,22.911,21.081,22.6,1.668,27.796,29.932,277.506,26.068
Cody C,20191001-1202-FRANKFURT_2-01-26,26.395,22.737,25.215,4.378,18.81,31.996,260.547,40.363
Barani A,20190930-1616-FRANKFURT_1-01-202,22.965,22.182,7.13,3.112,25.712,68.721,139.049,59.734
Fliffis C,20190930-1247-FRANKFURT_2-01-176,25.074,22.316,25.88,5.186,28.366,60.717,376.959,126.361
Barani A,20191001-1202-FRANKFURT_2-01-66,24.909,21.566,11.872,2.66,24.286,74.097,160.554,102.386
Fliffis B,0609-4-01-377,23.636,20.969,20.096,3.003,27.613,101.283,362.923,131.988
Cody C,20190930-1247-FRANKFURT_2-01-314,25.384,24.224,21.088,2.418,21.809,36.374,218.096,38.115
Doppelsalto C,20191007-1524-FRANKFURT_1-01-92,25.245,20.028,17.968,5.417,30.53,31.689,241.238,36.62
Fliffis B,20191008-1207-FRANKFURT_2-01-307,22.139,19.535,18.228,8.258,26.459,90.396,435.531,150.755
Baby- Fliffis C,20191007-1159-FRANKFURT_1-01-349,23.371,21.66,17.418,3.664,21.041,42.002,297.63,162.941
Doppelsalto C,20191007-1524-FRANKFURT_1-01-281,21.073,17.342,19.047,2.889,25.181,39.574,265.302,52.507
Barani B,20191007-1159-FRANKFURT_1-01-246,23.77,21.461,11.406,2.632,25.297,39.994,242.671,145.619
Salto B,20191007-1524-FRANKFURT_1-01-279,23.824,21.252,11.157,3.421,24.765,50.522,200.826,45.248
Salto C,0609-1-01-5,24.153,22.244,10.52,1.112,25.67,24.84,161.89,19.887
Fliffis- Rudi B,0115-CHARI-05-62,20.313,18.476,17.994,5.847,27.144,198.359,385.404,310.456
Doppelsalto B,0609-1-01-408,23.043,20.877,18.48,2.127,26.991,30.685,278.064,18.951
Barani C,20190930-1247-FRANKFURT_2-01-317,23.863,21.757,8.685,3.494,26.112,53.872,211.284,67.246
Salto B,20191008-1157-FRANKFURT_1-01-386,23.874,20.737,9.047,1.745,26.432,40.716,181.125,46.004
Salto A,20191007-1534-FRANKFURT_2-01-93,22.372,19.561,6.333,2.533,24.923,19.922,42.687,18.989
Fliffis aus B,20191001-1148-FRANKFURT_1-01-196,21.136,18.775,17.969,7.125,26.749,103.187,459.231,200.745
Fliffis C,0609-4-01-319,26.791,24.173,22.164,2.567,29.607,83.245,352.291,105.594
Doppelsalto B,0110-MORITZ-01-17,24.475,21.174,21.23,2.06,26.509,38.504,256.833,29.703
Salto C,0609-1-01-455,23.205,21.581,10.404,1.176,25.131,18.442,185.581,20.429
Schraubensalto A,20191008-1207-FRANKFURT_2-01-230,24.258,21.171,4.764,3.553,26.539,110.704,162.165,133.419
Cody C,20191003-1152-FRANKFURT_1-01-43,24.542,24.227,22.331,3.351,21.816,23.945,217.235,21.435
Salto C,0609-4-01-308,25.769,22.145,15.668,1.194,23.708,11.608,143.799,12.955
Salto A,20191001-1202-FRANKFURT_2-01-93,24.538,20.832,11.704,2.177,21.879,15.919,65.476,36.002
Barani A,20191007-1150-FRANKFURT_2-01-129,21.081,19.527,6.021,2.774,24.963,79.762,181.268,86.396
Barani C,20191007-1159-FRANKFURT_1-01-370,23.805,21.804,9.884,2.835,25.955,38.238,247.228,123.59
Von Bauch in Stand,0609-1-01-745,24.167,24.746,17.555,1.49,16.714,18.783,59.339,28.811
Fliffis B,20191007-1150-FRANKFURT_2-01-188,16.83,16.287,19.317,5.647,24.711,86.573,419.948,162.545
Fliffis C,20190930-1616-FRANKFURT_1-01-167,23.558,22.041,23.61,5.068,29.036,64.385,372.93,125.218
Salto B,0115-CHARI-05-61,24.737,22.615,10.361,1.558,27.342,16.807,183.939,27.119
Doppelsalto B,0609-1-01-612,23.021,20.068,17.008,1.941,27.774,44.903,257.522,25.363
Schraubensalto,20190930-1153-FRANKFURT_1-01-144,23.322,21.049,9.472,2.247,24.7,100.121,137.152,127.874
Barani C,0609-4-01-574,23.875,21.581,12.937,1.696,24.406,31.979,209.859,97.915
Von Bauch in Stand,0609-1-01-879,23.126,23.293,15.678,1.255,17.43,15.355,79.019,23.42
41/,20191001-1148-FRANKFURT_1-01-74,23.283,21.072,7.821,2.387,25.215,58.363,197.317,109.106
Fliffis Rudi C,20190930-1153-FRANKFURT_1-01-223,21.888,20.022,19.185,5.364,29.072,136.051,351.689,327.88
Salto B,0115-JANEIKE-01-117,24.9,22.404,13.371,2.293,24.729,28.691,178.025,34.317
Doppelsalto C,20190930-1153-FRANKFURT_1-01-224,22.592,20.787,19.756,2.698,28.815,26.889,240.812,39.945
Barani C,20190930-1247-FRANKFURT_2-01-86,23.027,21.475,7.791,2.746,25.74,48.318,217.129,70.473
Salto A,20191001-1202-FRANKFURT_2-01-155,22.461,18.499,8.401,1.775,22.345,18.44,54.019,27.826
Salto A,20191001-1202-FRANKFURT_2-01-185,23.96,20.463,9.331,1.84,23.08,15.569,58.522,31.452
Bauchsprung,0609-1-01-821,23.742,20.751,14.927,0.885,19.182,15.259,80.611,24.825
Doppelsalto C,0609-1-01-626,22.731,20.382,21.838,1.091,27.008,27.239,265.345,21.487
Doppelsalto B,0609-1-01-464,23.776,20.859,18.271,2.021,27.826,41.154,272.166,27.664
Salto A,20191008-1207-FRANKFURT_2-01-89,24.657,22.1,6.336,4.627,25.255,19.885,78.528,24.112
Doppelsalto C,0609-1-01-762,21.76,19.622,21.297,2.179,26.779,33.609,267.011,20.09
Salto B,20191003-1152-FRANKFURT_1-01-30,21.269,19.156,13.32,2.41,24.139,34.902,232.209,28.136
Salto C,0827-BK2-02-38,24.222,22.557,11.902,1.014,25.7,20.964,194.124,26.174
Salto A,0827-BK1-01-115,24.382,22.644,11.69,1.708,24.349,8.8,46.442,14.807
Fliffis- Rudi B,20191007-1524-FRANKFURT_1-01-91,21.38,18.13,17.636,9.494,27.899,203.736,439.175,348.722
Salto C,0609-4-01-15,26.112,22.566,16.74,1.742,23.233,10.13,139.367,17.064
Doppelsalto B,0609-1-01-445,23.171,20.633,19.168,2.145,26.994,32.14,267.38,27.038
Salto C,20191003-1152-FRANKFURT_1-01-106,21.925,19.841,12.171,1.446,24.11,15.662,189.739,12.88
Salto C,20191007-1524-FRANKFURT_1-01-145,22.579,17.421,19.428,4.184,26.986,56.147,278.207,48.609
Bauchsprung,0609-1-01-131,24.498,21.837,15.386,1.072,19.681,9.34,80.993,18.276
Doppelsalto C,20190930-1153-FRANKFURT_1-01-128,20.83,19.553,20.953,1.719,25.964,24.996,254.189,22.439
Salto A,20191008-1207-FRANKFURT_2-01-310,24.139,20.39,7.153,7.646,24.544,27.918,74.841,40.084
Cody C,20190930-1247-FRANKFURT_2-01-128,26.926,25.11,21.851,2.429,23.694,37.203,248.734,39.292
Salto C,0609-4-01-502,25.716,21.914,16.503,0.904,22.698,13.57,129.566,11.639
Salto C,20190930-1247-FRANKFURT_2-01-76,23.696,21.234,9.774,1.126,26.057,14.57,190.681,22.721
Salto C,0110-MORITZ-01-60,26.469,23.919,14.497,1.053,25.283,16.063,161.588,16.727
Salto C,0115-MORITZ-03-188,26.953,24.325,12.254,2.176,26.707,16.413,171.834,20.449
Barani C,20190930-1616-FRANKFURT_1-01-274,24.329,22.452,11.495,3.203,24.77,59.178,168.444,52.303
Salto A,0827-BK2-01-124,24.208,22.529,9.141,1.628,25.227,33.205,66.255,20.371
Fliffis C,20190930-1616-FRANKFURT_1-01-200,25.456,23.517,22.844,4.909,28.913,62.222,374.851,107.905
Baby- Fliffis C,20191007-1534-FRANKFURT_2-01-141,23.214,22.435,15.877,3.602,23.437,39.39,285.177,116.202
Fliffis B,20191008-1207-FRANKFURT_2-01-361,22.431,19.791,19.153,8.986,26.844,101.274,425.552,148.561
Salto A,0827-BK2-02-135,23.05,21.626,6.786,1.104,24.769,12.571,57.648,19.63
Bauchsprung,0609-1-01-791,22.545,19.701,14.782,1.156,17.681,14.784,73.624,17.702
Fliffis B,0110-MORITZ-01-63,24.48,22.35,20.96,3.699,27.832,48.636,392.573,166.207
Fliffis C,20191008-1207-FRANKFURT_2-01-266,24.613,19.523,19.365,5.226,30.817,91.119,409.558,165.858
Von Bauch in Stand,0609-1-01-713,24.576,24.784,16.283,1.832,18.431,12.156,70.594,19.925
Salto C,20191008-1157-FRANKFURT_1-01-261,24.169,20.912,7.268,1.413,26.765,17.821,214.84,29.623
Fliffis aus B,20191001-1148-FRANKFURT_1-01-181,21.865,18.754,16.658,5.977,27.774,84.888,436.364,200.795
Salto B,0827-BK2-02-81,22.48,21.19,12.62,1.341,23.689,20.395,174.69,26.998
Von Bauch in Stand,0609-1-01-201,24.891,24.913,17.664,2.19,17.868,19.461,53.123,20.594
Salto C,0609-4-01-452,26.155,22.777,16.395,1.545,23.765,16.217,169.192,18.855
Salto A,0110-MORITZ-01-49,21.975,21.48,12.618,1.629,21.552,16.772,67.909,10.52
Barani B,20191007-1159-FRANKFURT_1-01-140,22.742,20.943,8.649,3.0,25.604,43.666,258.347,151.678
Fliffis- Rudi B,0115-CHARI-05-76,20.278,18.626,17.968,6.47,26.695,210.191,389.898,307.126
Salto A,20191003-1152-FRANKFURT_1-01-103,20.558,18.435,4.859,1.304,23.806,12.253,96.126,16.282
Salto B,20190930-1247-FRANKFURT_2-01-87,23.815,21.058,10.035,1.348,27.283,24.63,216.712,31.036
Salto B,20190930-1247-FRANKFURT_2-01-29,22.914,20.502,8.47,1.244,26.347,15.797,203.226,28.152
Doppelsalto C,0609-1-01-670,21.676,19.242,21.059,1.496,27.572,24.236,257.222,27.591
Salto B,0827-BK2-01-79,23.876,22.065,12.188,1.405,25.553,15.249,205.471,20.209
Barani A,20191007-1159-FRANKFURT_1-01-342,23.099,21.266,8.227,2.25,25.531,51.616,203.546,137.689
Schraubensalto A,20191007-1159-FRANKFURT_1-01-307,21.961,20.438,12.14,4.922,24.505,128.013,242.131,284.31
Salto B,20191007-1150-FRANKFURT_2-01-69,20.002,17.789,10.207,1.461,23.964,19.382,193.455,32.019
Barani A,20191007-1150-FRANKFURT_2-01-70,20.522,18.59,6.132,2.58,25.262,76.742,190.553,106.974
Salto C,0609-4-01-75,26.438,22.616,17.199,0.92,23.059,15.402,132.912,15.436
Schraubensalto A,20191008-1207-FRANKFURT_2-01-162,24.127,20.485,5.194,5.162,25.887,76.267,197.252,133.439
Doppelsalto B,0609-1-01-474,22.917,20.437,17.312,1.966,27.599,43.458,272.907,28.381
Doppelsalto C,0609-1-01-702,22.828,20.076,21.97,2.204,26.196,34.424,266.846,31.112
Salto B,20191008-1207-FRANKFURT_2-01-47,24.348,21.445,9.488,3.682,26.831,32.449,232.478,30.289
Salto B,20190930-1247-FRANKFURT_2-01-31,22.723,20.379,9.848,1.422,25.529,18.966,211.512,35.571
Triffis B,0115-JANEIKE-01-132,24.112,21.984,25.849,9.016,31.076,150.8,428.341,170.93
Schraubensalto C,0609-4-01-168,23.27,20.737,10.633,2.941,24.648,103.306,135.807,158.544
Salto C,0609-1-01-608,23.554,21.717,11.198,1.451,25.014,22.649,191.991,20.62
Cody C,20191001-1202-FRANKFURT_2-01-63,26.6,23.817,25.093,5.174,19.395,26.447,252.596,65.305
Triffis B,0115-JANEIKE-01-111,23.554,21.4,25.115,9.966,30.616,163.752,431.44,177.49
Salto C,20191008-1207-FRANKFURT_2-01-185,25.408,21.715,10.521,2.325,28.03,14.893,230.816,28.455
Salto B,20191007-1524-FRANKFURT_1-01-143,24.318,21.337,11.029,4.002,25.912,27.944,216.928,35.249
Voll- ein- voll- aus C,0110-MORITZ-01-129,18.993,16.798,17.628,5.448,27.534,231.064,301.824,316.168
Fliffis C,0609-1-01-78,26.153,24.509,23.026,4.814,30.38,154.295,371.523,113.967
Rudi,20190930-1247-FRANKFURT_2-01-342,23.637,21.269,10.909,4.182,25.078,164.977,192.694,215.565
Fliffis C,0609-4-01-259,26.407,24.215,22.607,2.898,29.263,81.544,352.671,105.653
Rudi,20190930-1153-FRANKFURT_1-01-221,24.006,22.046,10.077,3.691,26.626,96.201,161.97,189.59
Barani A,20191007-1524-FRANKFURT_1-01-35,24.138,22.22,5.139,5.928,25.936,52.477,185.207,71.43
Barani C,20190930-1247-FRANKFURT_2-01-195,24.342,22.53,7.55,2.476,26.348,45.837,188.433,61.697
Von Bauch in Stand,0609-1-01-291,25.37,25.273,16.608,1.147,18.887,17.552,72.505,17.468
Fliffis B,0609-4-01-413,24.463,21.614,19.042,2.976,28.603,103.016,358.145,123.349
Salto B,20191007-1524-FRANKFURT_1-01-267,23.977,21.438,11.923,3.393,25.307,31.967,205.007,54.319
Fliffis- Rudi B,20191007-1524-FRANKFURT_1-01-177,21.036,18.158,15.767,8.762,28.702,204.731,442.369,363.225
Doppelsalto C,20191007-1524-FRANKFURT_1-01-76,25.609,20.741,20.84,5.473,30.705,39.077,266.888,36.355
Salto A,20191008-1157-FRANKFURT_1-01-321,23.532,21.029,5.185,1.784,25.091,21.501,67.387,21.187
Baby- Fliffis C,20191007-1159-FRANKFURT_1-01-419,24.099,23.435,18.596,3.772,18.879,33.277,308.211,163.169
Salto C,0827-BK2-02-28,24.559,22.703,11.924,1.386,25.908,17.281,184.087,24.063
Salto A,20190930-1247-FRANKFURT_2-01-319,24.86,22.052,7.789,1.134,25.989,15.988,35.171,19.563
Von Bauch in Stand,0609-1-01-774,24.134,24.078,15.49,1.647,18.766,11.567,75.722,18.056
Barani C,0609-4-01-578,23.693,21.735,12.434,2.377,24.631,30.269,211.628,91.712
Barani A,20191008-1157-FRANKFURT_1-01-238,23.936,22.108,5.845,2.659,26.872,66.419,193.521,113.672
Bauchsprung,0609-1-01-678,23.779,21.159,14.702,1.114,19.345,18.93,86.222,19.954
Salto C,0609-1-01-326,23.03,21.349,10.514,1.161,25.177,19.136,188.893,20.532
Salto B,0115-CHARI-05-21,23.541,22.024,9.694,1.277,26.646,21.352,191.538,27.089
40<,20191001-1148-FRANKFURT_1-01-93,23.315,20.261,9.968,1.345,25.526,38.155,233.754,34.649
Fliffis C,0609-4-01-294,25.404,22.887,21.838,2.592,27.697,45.597,357.538,129.909
Salto B,20191007-1159-FRANKFURT_1-01-341,23.641,20.614,10.416,1.971,26.092,20.668,234.868,25.163
Fliffis B,0609-4-01-453,24.364,21.831,19.062,3.042,28.297,93.31,353.39,114.445
Doppelsalto C,20191008-1207-FRANKFURT_2-01-242,21.991,17.597,16.756,2.255,30.061,24.541,240.748,35.693
40/,20191001-1148-FRANKFURT_1-01-184,21.956,19.01,5.538,1.302,24.862,21.392,59.006,23.602
Salto A,0827-BK2-02-145,23.019,21.367,9.193,1.218,23.611,15.432,55.363,19.081
Salto B,0827-BK2-02-57,24.074,22.12,12.048,1.322,25.738,21.144,178.385,26.771
Fliffis C,0609-4-01-278,27.024,25.0,22.995,2.569,29.951,76.027,362.19,115.397
Doppelsalto B,0609-1-01-573,23.683,20.948,19.321,2.296,27.507,39.455,285.826,33.184
Voll- ein- voll- aus B,0115-MORITZ-03-164,22.916,19.173,18.439,10.093,29.629,278.269,315.411,292.893
40/,20191001-1148-FRANKFURT_1-01-75,23.584,20.305,7.517,2.015,24.904,17.653,71.827,24.971
Fliffis C,20191008-1157-FRANKFURT_1-01-236,24.522,22.467,20.756,4.615,30.746,80.853,422.637,173.51
Salto B,0827-BK2-02-59,24.724,22.497,13.781,0.906,25.876,18.535,190.64,20.184
Voll- ein- voll- aus B,0110-MORITZ-01-19,21.821,17.907,21.337,10.446,28.079,215.136,354.165,315.266
Barani C,0609-4-01-596,23.245,21.247,13.59,1.89,23.491,18.137,218.078,97.191
Salto A,20191008-1157-FRANKFURT_1-01-89,23.109,20.495,5.607,1.19,25.196,15.507,61.944,17.215
Fliffis C,20191008-1207-FRANKFURT_2-01-340,23.124,20.531,21.022,8.019,28.647,100.645,398.96,146.141
Doppelsalto C,20190930-1616-FRANKFURT_1-01-296,24.806,21.707,22.325,2.712,29.47,33.343,261.946,23.199
Salto A,20191008-1207-FRANKFURT_2-01-119,24.742,21.197,4.338,4.881,26.138,23.483,86.633,29.152
Salto A,20190930-1153-FRANKFURT_1-01-80,22.818,21.065,8.401,1.411,24.21,21.749,52.865,29.549
Barani B,20191007-1159-FRANKFURT_1-01-177,23.237,21.047,9.641,3.378,25.332,43.94,262.219,146.367
Doppelsalto C,0609-1-01-880,23.293,20.586,23.645,1.64,27.777,25.312,290.531,23.029
Barani C,20190930-1247-FRANKFURT_2-01-220,25.004,22.575,8.711,2.484,26.781,49.438,209.972,57.526
Fliffis- Rudi C,0115-MORITZ-03-189,23.666,21.359,20.572,7.333,30.707,173.102,347.876,272.667
Doppelsalto B,20191007-1524-FRANKFURT_1-01-212,24.208,20.398,17.589,3.153,31.018,26.665,256.597,36.089
Salto C,0609-1-01-554,23.543,22.017,9.638,1.73,25.233,20.122,165.273,16.132
Schraubensalto C,0609-4-01-227,23.259,20.381,10.076,2.762,24.941,110.148,131.79,151.451
Fliffis- Rudi B,0110-MORITZ-01-47,23.324,21.062,20.626,9.315,28.457,181.688,371.53,282.103
Barani A,20191007-1159-FRANKFURT_1-01-433,22.6,22.146,10.36,2.835,19.755,16.675,102.598,45.952
Salto A,20191008-1157-FRANKFURT_1-01-8,23.214,20.585,5.071,1.844,24.736,20.391,74.79,26.349
Von Bauch in Stand,0609-1-01-639,24.189,24.146,17.366,0.938,17.206,15.192,65.025,20.193
3/4 Salto rw A,20190930-1247-FRANKFURT_2-01-148,27.168,23.454,15.335,1.61,23.242,16.391,63.57,21.164
Salto C,20190930-1153-FRANKFURT_1-01-76,24.528,22.286,10.332,1.284,26.682,26.177,190.682,21.704
Salto C,0609-4-01-510,18.995,17.683,14.56,0.525,17.622,11.264,58.668,10.174
Salto B,0115-JANEIKE-01-89,25.53,23.569,9.295,1.264,27.469,32.518,183.048,25.875
Salto B,0827-BK1-01-74,25.062,23.125,13.326,1.818,25.899,23.231,161.727,20.62
Schraubensalto,0110-JANEIKE-01-143,21.022,18.485,7.421,1.867,24.019,118.003,158.496,139.243
Fliffis B,20191008-1207-FRANKFURT_2-01-338,21.752,19.092,18.483,7.864,27.955,113.602,436.831,156.606
Salto B,20191003-1152-FRANKFURT_1-01-17,20.845,18.791,10.857,2.011,24.623,18.191,229.77,19.774
Salto B,0115-CHARI-05-75,24.491,22.536,9.273,1.724,27.498,13.666,184.624,26.961
Barani A,20190930-1153-FRANKFURT_1-01-164,23.149,21.722,7.491,1.82,25.19,84.346,155.391,73.554
Salto B,20191001-1202-FRANKFURT_2-01-65,24.128,19.321,13.99,1.928,22.902,18.677,188.662,30.391
Doppelsalto B,0609-1-01-390,24.082,21.257,18.683,1.718,28.411,36.314,282.119,26.516
Doppelsalto C,0115-MORITZ-03-190,26.517,23.991,23.407,2.163,27.559,25.172,260.975,22.183
Barani C,0609-4-01-602,22.457,20.777,13.214,1.565,23.356,24.889,210.176,98.435
Von Bauch in Stand,0609-1-01-160,24.971,25.309,17.182,1.399,18.13,14.909,54.385,15.428
Barani A,20191007-1524-FRANKFURT_1-01-37,25.275,22.825,5.419,6.79,26.19,80.62,166.671,82.983
Doppelsalto C,20191007-1524-FRANKFURT_1-01-182,19.444,18.719,20.147,4.396,26.009,32.367,197.182,42.459
Salto C,0609-4-01-281,25.595,22.113,15.449,1.147,23.574,10.209,130.68,13.984
Salto C,0115-MORITZ-03-113,26.853,24.233,13.424,2.24,26.183,11.841,154.99,14.434
Salto A,0827-BK2-01-104,25.062,23.082,8.636,1.278,25.819,15.827,66.43,16.891
Salto B,0827-BK2-01-85,24.327,22.394,13.001,1.079,25.405,19.952,195.039,24.89
Doppelsalto C,0609-1-01-697,22.41,20.043,23.228,1.628,26.295,22.405,272.724,22.875
Barani C,20190930-1247-FRANKFURT_2-01-79,23.655,21.789,8.129,2.358,26.122,41.594,208.725,56.999
Salto C,20190930-1616-FRANKFURT_1-01-26,22.368,19.937,10.294,1.058,24.368,11.805,188.387,17.915
Barani C,0609-4-01-594,22.796,20.87,12.3,2.047,24.083,30.499,204.448,91.332
Von Bauch in Stand,0609-1-01-884,24.069,24.303,16.3,1.758,17.82,12.442,53.454,16.231
Salto A,20190930-1153-FRANKFURT_1-01-240,23.431,21.398,6.437,1.17,24.925,17.949,48.222,25.602
Doppelsalto B,0609-1-01-533,23.049,20.649,18.351,2.059,26.715,34.864,273.012,26.46
Fliffis- Rudi B,0110-MORITZ-01-16,21.887,20.147,19.68,7.948,27.708,232.791,393.755,293.813
Barani A,20191007-1159-FRANKFURT_1-01-305,23.869,21.794,5.667,2.015,26.966,68.913,215.263,112.625
Von Bauch in Stand,0609-1-01-822,23.364,24.046,15.067,1.58,18.114,13.004,53.184,32.412
Schraubensalto C,0609-4-01-132,23.28,20.927,11.071,2.139,23.993,109.172,129.067,148.309
Von Bauch in Stand,0609-1-01-761,23.985,24.333,16.729,1.525,17.379,15.575,70.022,29.743
Fliffis C,20191007-1534-FRANKFURT_2-01-92,22.74,21.448,23.706,4.737,29.489,28.505,448.005,144.15
Salto C,20190930-1247-FRANKFURT_2-01-246,26.023,22.818,13.446,2.151,25.85,22.545,183.369,30.84
Fliffis C,20190930-1616-FRANKFURT_1-01-150,24.197,22.326,25.5,6.632,27.951,70.701,372.881,127.152
Barani A,20191008-1207-FRANKFURT_2-01-228,24.432,22.019,3.138,3.18,27.297,60.438,211.655,102.264
Doppelsalto C,0609-1-01-660,23.519,20.813,22.867,1.282,27.592,26.791,276.512,18.52
Salto C,0609-4-01-31,25.748,21.893,15.621,1.186,23.658,12.649,133.976,17.38
Doppelsalto B,0609-1-01-355,23.261,20.161,18.809,1.53,28.228,26.445,284.175,18.5
Salto B,0827-BK2-02-73,23.685,21.584,12.178,1.258,25.151,26.569,173.546,28.266
Fliffis- Rudi B,0115-JANEIKE-01-20,19.973,17.948,20.186,7.975,28.516,184.015,370.129,365.093
Salto A,20191008-1157-FRANKFURT_1-01-112,23.334,20.553,4.838,2.995,25.258,16.074,51.949,31.059
Fliffis B,0110-MORITZ-01-140,25.089,22.597,19.532,3.337,29.04,75.463,364.481,112.563
Salto B,0115-CHARI-05-30,23.291,21.928,9.341,1.257,26.365,14.691,180.108,20.087
Salto B,20191007-1150-FRANKFURT_2-01-45,20.086,17.447,9.319,1.367,24.984,23.213,185.743,27.603
Rudi,20191008-1157-FRANKFURT_1-01-181,21.711,20.218,11.334,4.281,25.633,99.147,220.507,306.965
Doppelsalto C,0609-1-01-687,24.031,21.588,22.488,1.313,29.159,35.435,295.105,24.927
Salto A,0827-BK2-01-112,24.483,22.692,9.672,1.002,25.491,11.215,61.419,12.26
Salto A,20191008-1207-FRANKFURT_2-01-11,25.49,21.526,6.616,4.415,26.722,18.438,116.457,34.045
Von Bauch in Stand,0609-1-01-282,25.12,25.029,17.473,1.387,18.414,19.26,58.675,26.166
Salto A,20191003-1152-FRANKFURT_1-01-89,20.829,18.727,7.066,0.985,23.307,13.648,78.115,13.067
Salto C,20190930-1616-FRANKFURT_1-01-56,22.904,20.397,11.107,1.646,25.314,17.622,185.995,25.974
Salto C,20191007-1524-FRANKFURT_1-01-216,22.612,18.867,18.613,3.113,26.49,52.048,290.046,47.171
Barani C,0609-4-01-586,22.967,21.08,13.301,2.24,23.595,28.51,218.227,94.001
Baby- Fliffis C,20191008-1207-FRANKFURT_2-01-123,25.592,22.429,17.817,5.046,21.498,55.925,278.318,97.241
3/4 Salto rw A,20190930-1247-FRANKFURT_2-01-106,27.667,23.827,16.677,1.145,22.941,14.08,41.132,21.274
Barani C,0609-4-01-550,22.903,21.252,12.31,2.007,23.992,31.987,205.57,95.595
Barani A,20190930-1616-FRANKFURT_1-01-242,23.56,22.771,7.982,2.284,25.479,67.929,154.364,73.446
Von Bauch in Stand,0609-1-01-901,24.188,24.264,16.129,1.038,18.428,12.476,74.27,20.464
Salto C,0609-1-01-374,23.571,21.805,10.391,1.259,25.352,18.172,187.143,16.851
Schraubensalto A,20191008-1207-FRANKFURT_2-01-63,25.904,21.876,6.67,5.767,27.111,91.275,167.375,146.362
Cody C,20191001-1202-FRANKFURT_2-01-43,26.949,23.711,25.962,3.953,19.257,23.87,255.381,51.382
Salto A,20191008-1157-FRANKFURT_1-01-201,24.122,20.859,6.291,1.773,26.019,14.041,66.911,23.222
Barani A,20191001-1202-FRANKFURT_2-01-29,24.189,20.926,11.18,3.064,25.081,65.679,178.346,97.376
Salto C,0609-4-01-304,25.67,22.023,14.778,1.108,24.217,11.95,151.525,14.555
Salto C,0609-4-01-436,20.585,19.076,14.76,0.82,17.633,23.809,91.787,19.984
Doppelsalto C,0609-1-01-891,22.674,19.674,20.619,1.444,28.3,27.051,270.273,20.029
Barani A,20191001-1202-FRANKFURT_2-01-109,21.42,19.536,10.18,2.41,22.771,62.221,183.221,93.232
Salto B,0827-BK2-01-75,24.821,22.833,12.759,1.615,25.95,25.256,197.169,31.677
Salto C,0609-1-01-614,23.531,21.659,8.675,1.861,25.541,16.519,145.14,18.557
Salto C,20191008-1157-FRANKFURT_1-01-243,25.326,21.412,7.085,2.412,27.068,13.937,177.91,30.011
Fliffis- Rudi C,20191007-1524-FRANKFURT_1-01-266,21.306,15.61,20.375,10.581,30.236,207.768,421.581,406.063
Salto B,20191007-1524-FRANKFURT_1-01-214,24.053,21.482,9.248,3.448,27.171,30.058,193.544,50.463
Von Bauch in Stand,0609-1-01-896,23.584,24.148,17.329,2.867,16.14,21.662,67.039,35.725
Salto C,0609-1-01-617,23.89,22.129,10.223,1.881,25.034,22.694,140.888,25.853
3/4 Salto rw A,20191003-1152-FRANKFURT_1-01-27,23.868,20.099,12.642,1.683,21.622,11.818,80.003,11.5
Doppelsalto C,0609-1-01-838,21.688,19.175,23.264,1.691,27.39,21.688,275.789,26.179
Salto B,20191008-1157-FRANKFURT_1-01-19,22.456,19.99,7.219,1.239,25.76,24.185,201.831,23.373
Salto C,0609-4-01-329,19.429,17.945,13.074,1.176,19.377,18.762,49.3,14.382
Salto A,20190930-1247-FRANKFURT_2-01-30,22.964,20.722,3.923,1.121,25.503,15.049,41.396,22.591
Doppelsalto C,20190930-1616-FRANKFURT_1-01-345,24.209,20.957,21.633,2.322,29.723,27.536,247.349,33.768
Voll- ein- voll- aus B,0110-MORITZ-01-98,21.505,17.774,21.103,9.102,27.629,216.107,357.804,289.39
Salto B,20191008-1157-FRANKFURT_1-01-70,22.419,20.259,6.628,1.809,25.707,28.966,169.668,33.309
Salto C,20191008-1157-FRANKFURT_1-01-280,24.135,21.269,5.532,2.302,25.149,29.391,217.5,31.816
Salto C,0609-1-01-489,23.702,22.057,11.294,1.074,24.999,20.943,186.184,13.868
40<,20191001-1148-FRANKFURT_1-01-73,24.389,21.042,10.814,1.875,26.716,26.473,246.316,38.462
Barani A,20191008-1157-FRANKFURT_1-01-114,24.003,21.817,4.963,2.506,27.379,63.564,199.798,105.204
