Sprungtyp,SprungID,avg_ACC_N,std_ACC_N,avg_ACC_N_ROT_filtered,std_ACC_N_ROT_filtered,avg_Acc_x_Fil,std_Acc_x_Fil,avg_Acc_y_Fil,std_Acc_y_Fil,avg_Acc_z_Fil,std_Acc_z_Fil,avg_Gyro_x_Fil,std_Gyro_x_Fil,avg_Gyro_y_Fil,std_Gyro_y_Fil,avg_Gyro_z_Fil,std_Gyro_z_Fil,DJump_SIG_I_x LapEnd,DJump_SIG_I_y LapEnd,DJump_SIG_I_z LapEnd,DJump_Abs_I_x LapEnd,DJump_Abs_I_y LapEnd,DJump_Abs_I_z LapEnd
3/4 Salto vw A,20191007-1159-FRANKFURT_1-01-348,14.891,28.005,14.617,23.373,-5.174,17.666,-0.53,0.855,4.557,19.984,6.649,9.823,-155.976,119.946,13.338,13.627,12.813,-273.498,18.703,20.449,301.918,37.877
Barani C,0609-4-01-610,17.839,22.154,17.947,20.445,-2.681,12.394,0.09,2.209,5.433,23.272,6.732,20.638,-53.435,223.837,129.032,97.107,11.493,-97.595,221.474,34.574,330.674,226.605
Salto B,20191008-1157-FRANKFURT_1-01-354,20.064,24.205,19.885,20.935,-2.016,8.591,-0.414,1.507,4.25,27.66,7.335,29.093,194.753,187.855,-3.564,30.172,11.429,330.8,-4.983,46.034,388.413,52.402
Cody C,20190930-1247-FRANKFURT_2-01-290,25.308,28.369,25.979,25.894,0.054,21.799,-0.038,2.67,0.051,23.871,-18.354,33.358,206.944,253.406,-5.567,36.601,-34.554,379.785,-15.699,63.347,508.237,84.559
Doppelsalto B,0609-1-01-479,28.463,21.199,28.615,19.582,-12.974,18.29,-0.312,2.065,0.575,25.312,0.176,37.143,377.88,265.217,-9.867,28.317,0.004,704.782,-18.826,59.71,735.111,61.357
Doppelsalto B,0609-1-01-283,31.24,22.286,30.889,18.975,-14.286,18.251,-1.069,2.147,-1.792,27.712,-4.943,49.92,397.723,282.256,-14.895,38.206,-8.406,704.185,-25.931,77.897,730.968,81.794
Bauchsprung,0609-1-01-744,12.364,24.562,11.672,21.36,4.52,15.072,-0.234,1.091,7.514,19.789,-3.604,14.67,-23.862,74.745,-2.823,13.748,-6.818,-41.563,-5.353,25.092,122.426,36.024
Salto A,20191008-1207-FRANKFURT_2-01-39,16.638,24.324,16.547,21.232,-1.789,5.762,0.253,3.009,4.589,26.402,24.091,23.695,204.369,71.748,-17.899,23.593,40.855,348.538,-30.853,47.312,351.28,52.297
Barani C,0609-4-01-604,18.492,22.893,18.474,20.834,-2.787,13.411,0.048,1.803,6.216,23.808,15.549,27.646,-72.92,231.64,132.149,102.54,27.673,-132.603,228.851,47.231,336.138,235.831
Salto C,0827-BK2-01-46,18.021,25.243,17.696,23.411,-1.831,11.513,-0.081,2.237,5.961,26.38,-5.685,20.253,168.478,183.149,-12.32,23.123,-11.649,340.605,-24.772,40.451,381.761,52.159
Fliffis B,0609-4-01-5,30.22,24.295,30.402,21.562,-11.863,19.821,-0.338,2.876,1.116,27.991,-43.45,89.895,-141.974,351.341,113.508,116.342,-86.218,-282.807,225.89,133.666,620.56,244.799
Salto C,0827-BK2-01-40,17.661,25.62,17.408,23.705,-0.579,13.915,0.377,1.692,5.711,25.48,1.956,17.324,166.835,175.546,-9.783,18.052,3.824,335.601,-19.624,30.214,359.046,35.696
Voll- ein- voll- aus B,0115-MORITZ-03-102,33.382,23.006,33.351,19.541,-13.683,19.563,1.863,6.679,-3.376,29.555,-197.826,278.791,37.023,271.57,-306.36,302.183,-385.791,73.13,-598.106,506.988,481.685,634.355
3/4 Salto vw A,20191001-1202-FRANKFURT_2-01-96,14.823,24.751,15.14,23.185,4.816,15.422,-1.561,1.947,5.228,20.253,22.858,12.48,164.089,132.287,6.773,21.795,39.262,281.97,6.777,42.453,298.12,42.949
Salto B,20191007-1159-FRANKFURT_1-01-432,16.876,23.535,16.725,20.497,-2.02,6.933,-0.734,2.653,5.477,25.427,-21.908,22.325,207.592,56.268,-25.185,34.728,-34.393,332.815,-45.345,48.03,334.516,60.183
Fliffis- Rudi C,20191007-1524-FRANKFURT_1-01-213,44.791,23.442,44.938,17.371,-26.299,18.398,-0.041,10.254,-3.516,30.923,51.886,180.223,-225.15,417.675,364.566,388.782,82.632,-362.045,580.722,230.24,681.596,650.483
Von Bauch in Stand,0609-1-01-632,12.968,23.753,13.451,23.941,5.941,15.047,0.738,3.76,6.736,18.223,4.126,13.585,22.199,73.964,10.414,16.998,7.446,36.705,18.265,22.644,105.144,37.129
Salto A,20190930-1247-FRANKFURT_2-01-222,15.027,24.763,14.977,21.919,0.672,6.772,-0.101,1.636,4.755,26.006,12.003,13.824,189.033,44.955,0.065,18.264,21.807,352.437,-4.673,26.002,352.437,31.619
Salto A,20190930-1247-FRANKFURT_2-01-80,15.951,22.642,16.134,20.631,-0.88,5.034,-0.637,1.104,3.62,25.344,3.09,15.257,200.039,34.166,-6.429,21.249,5.438,352.585,-17.39,26.526,352.585,36.426
3/4 Salto vw A,20191008-1157-FRANKFURT_1-01-299,13.934,26.16,13.875,23.046,-5.368,16.546,-0.722,1.198,4.771,19.927,12.254,12.431,-158.211,114.565,12.753,25.592,21.923,-281.392,22.655,30.22,296.615,50.659
Bauchsprung,0609-1-01-183,11.61,25.121,10.993,22.482,4.905,16.043,-0.466,1.249,6.869,19.451,-3.791,16.174,-22.847,60.86,-5.533,22.817,-7.48,-43.177,-11.673,27.489,119.393,46.87
Doppelsalto B,0609-1-01-318,30.83,22.943,30.751,20.841,-13.698,18.554,-0.177,2.233,-0.532,28.526,7.057,50.781,379.716,289.831,-10.983,43.9,12.923,704.953,-20.455,77.341,729.755,87.063
Salto B,0827-BK1-01-53,18.226,24.97,18.185,23.347,-1.157,12.777,-0.421,2.142,4.343,26.074,5.002,22.182,175.474,185.662,13.896,25.132,10.431,355.795,28.329,40.762,405.605,52.652
Rudi,20191008-1157-FRANKFURT_1-01-219,22.547,22.808,22.794,20.933,-8.059,10.912,-0.296,4.174,7.607,25.893,86.179,125.222,23.959,227.546,323.875,315.283,141.286,38.538,529.245,155.167,341.954,555.959
Barani C,0609-4-01-544,17.54,22.813,17.789,21.531,-2.62,11.325,-0.194,1.952,5.186,24.257,-1.35,25.861,-44.574,208.403,127.015,103.934,-2.303,-87.067,230.753,41.103,315.481,244.433
Salto C,20190930-1247-FRANKFURT_2-01-28,18.056,23.89,18.038,21.342,-3.061,8.066,-0.488,1.661,4.456,26.644,-8.073,15.332,200.204,166.438,1.767,24.942,-14.42,358.473,-2.723,32.291,382.658,49.492
Salto C,20191008-1157-FRANKFURT_1-01-222,18.103,23.65,17.927,20.427,-1.993,6.179,-0.598,1.877,4.645,26.546,-6.258,26.866,206.425,185.536,-13.994,36.681,-10.105,346.761,-23.459,43.341,371.507,63.92
Fliffis aus B,20191001-1148-FRANKFURT_1-01-218,34.826,21.309,35.02,18.58,-19.264,18.146,-1.081,5.238,4.45,27.372,77.6,100.659,-207.741,458.274,92.512,196.327,127.881,-341.971,147.072,143.527,751.566,218.644
Salto B,0827-BK1-01-76,17.352,24.711,17.191,22.866,-0.338,13.637,-0.57,1.364,4.607,24.884,1.969,17.844,176.594,172.851,7.836,14.829,4.104,355.777,16.044,30.839,403.776,34.274
Barani C,20190930-1616-FRANKFURT_1-01-297,16.397,24.157,16.516,22.298,0.551,12.189,-0.514,2.302,4.429,24.239,-46.562,25.962,-26.961,173.456,107.004,86.171,-82.275,-47.084,184.762,86.289,274.877,207.443
Salto C,0110-MORITZ-01-125,16.387,26.153,16.449,23.829,0.436,13.563,-1.027,0.894,4.479,25.437,-1.911,21.6,168.964,162.165,5.917,10.628,-4.092,351.145,12.905,34.308,376.762,27.665
Salto B,20191007-1150-FRANKFURT_2-01-167,19.548,19.812,19.617,17.684,-3.938,9.423,-0.203,1.464,3.014,23.962,21.003,18.956,208.695,196.178,-9.296,25.279,34.597,340.351,-19.47,40.683,404.828,44.253
Von Bauch in Stand,0609-1-01-718,12.762,24.134,13.125,24.03,6.323,16.019,-0.5,1.88,6.657,18.145,1.131,16.07,24.719,72.686,0.439,21.849,1.961,42.873,1.136,22.302,94.98,44.609
Bauchsprung,0609-1-01-872,12.263,24.087,11.623,20.993,4.594,13.741,0.026,1.938,7.68,20.179,1.676,14.919,-15.759,86.77,-7.464,31.259,2.842,-27.177,-14.196,26.025,120.948,51.194
Barani C,20191007-1159-FRANKFURT_1-01-398,18.484,24.823,18.51,22.465,-2.848,8.497,-0.807,2.474,5.411,27.111,-18.623,52.268,-1.021,228.173,113.031,122.462,-30.385,-0.652,183.71,74.645,314.705,204.951
Rudi,20191008-1157-FRANKFURT_1-01-389,23.582,22.936,23.727,20.761,-7.97,13.51,0.024,4.638,7.371,25.257,78.787,109.786,41.271,233.115,328.282,315.317,127.635,65.446,531.935,143.77,350.276,560.663
Salto B,0827-BK1-01-68,18.113,24.824,17.937,22.982,-0.241,13.128,-0.294,1.771,4.554,25.772,5.023,21.445,174.017,163.203,9.071,20.601,10.379,353.338,18.22,39.838,399.934,42.282
Barani C,0609-4-01-568,17.281,24.036,17.325,22.023,-1.136,12.482,-0.529,1.919,5.02,24.732,-12.196,35.665,-27.369,195.485,117.419,96.04,-22.733,-55.04,214.723,56.461,298.629,225.987
Fliffis C,20190930-1247-FRANKFURT_2-01-247,36.452,24.722,36.534,21.883,-15.17,24.994,1.396,5.39,-2.878,28.756,-69.317,65.952,-231.724,360.105,89.659,121.182,-126.423,-419.483,157.042,145.421,654.733,219.714
Salto C,0609-1-01-576,15.842,23.367,15.687,21.817,0.048,9.324,-0.188,1.32,4.395,24.847,14.798,20.551,191.92,148.515,-7.62,15.626,27.372,361.063,-14.374,39.177,372.061,34.694
Barani C,20190930-1247-FRANKFURT_2-01-77,17.733,24.234,17.831,22.269,-1.944,8.421,0.575,2.611,4.747,26.544,-54.74,33.599,-35.84,211.317,103.386,78.452,-100.833,-69.587,184.179,105.331,311.691,194.892
Schraubensalto C,0609-4-01-104,17.283,23.429,17.112,20.731,-2.495,10.656,-0.788,2.255,5.712,24.804,41.809,106.04,86.699,132.42,210.647,156.805,80.368,166.865,403.473,167.839,280.207,405.807
Fliffis B,0609-4-01-47,31.176,24.217,31.614,22.826,-14.889,23.227,0.843,4.883,1.912,25.264,-2.881,45.854,-192.074,360.147,139.071,127.344,-5.254,-368.056,266.593,63.222,655.092,284.534
Barani C,20191008-1157-FRANKFURT_1-01-297,18.008,24.449,18.238,22.59,-3.07,8.309,-0.804,2.391,4.934,26.665,-24.265,42.087,-1.179,225.116,103.278,120.481,-40.834,-2.303,174.978,70.797,327.08,196.684
Salto C,20191008-1207-FRANKFURT_2-01-214,19.486,24.598,19.364,21.249,-4.589,10.055,0.11,2.847,4.469,27.049,4.436,19.214,204.173,224.449,-14.046,30.411,7.753,346.98,-24.009,33.887,409.911,54.134
Fliffis C,20191007-1159-FRANKFURT_1-01-448,36.929,24.962,37.234,22.806,-19.856,22.691,-0.045,4.526,-1.437,29.862,-8.287,61.028,-222.765,422.393,118.08,168.622,-12.067,-367.031,190.365,82.474,680.619,232.671
Rudi,20190930-1153-FRANKFURT_1-01-202,20.177,22.713,20.484,21.269,-5.46,10.355,-0.062,3.613,4.531,25.872,-11.676,122.725,-24.546,148.265,324.25,218.8,-20.956,-45.608,601.685,185.165,248.648,610.114
Von Bauch in Stand,0609-1-01-669,12.806,23.456,13.242,23.493,6.622,16.54,0.141,1.397,6.259,16.818,0.941,13.456,25.042,66.257,3.115,16.86,2.07,41.922,5.55,22.716,83.819,34.327
Salto C,0827-BK1-01-26,17.269,24.738,17.161,23.065,-0.432,12.901,-0.292,1.163,5.017,25.02,6.787,9.82,179.589,156.279,6.643,9.606,13.474,357.474,13.335,24.029,366.326,27.304
Fliffis C,0609-4-01-305,32.206,26.591,32.457,24.51,-13.627,23.257,0.375,2.517,-1.539,29.492,-45.224,59.55,-152.786,368.625,132.18,115.05,-90.306,-309.427,257.534,112.589,632.211,270.459
Bauchsprung,0609-1-01-768,12.21,23.636,11.467,20.642,4.669,14.156,-0.102,1.182,7.565,19.358,-3.989,11.487,-20.115,67.377,-5.478,17.382,-7.174,-34.313,-9.536,20.707,108.625,38.309
Salto C,0110-MORITZ-01-46,16.989,27.012,16.977,24.314,0.216,13.816,-0.903,1.115,4.897,26.097,-0.917,18.377,162.669,169.992,8.255,14.768,-1.7,342.037,17.954,29.496,379.362,33.497
Salto A,0827-BK2-01-110,14.925,24.767,14.624,23.003,0.505,9.525,0.273,1.671,5.339,25.432,6.507,11.634,170.394,43.477,-12.039,14.533,12.999,337.925,-23.964,25.816,337.925,33.291
Von Bauch in Stand,0609-1-01-625,13.207,23.195,13.473,23.006,6.665,16.629,-0.296,1.068,6.244,17.018,3.508,15.075,25.489,66.914,3.816,23.431,5.806,42.637,7.611,25.184,85.189,45.209
1 3/4 Salto vw B,20191008-1207-FRANKFURT_2-01-313,26.904,26.407,26.985,21.444,-16.514,18.435,1.925,6.903,-0.991,19.794,-77.331,78.195,-334.111,214.248,104.509,80.724,-136.218,-588.36,185.052,159.979,631.695,207.578
Barani C,20190930-1616-FRANKFURT_1-01-57,17.503,23.602,17.578,21.406,-1.855,9.761,0.571,2.576,5.052,25.296,-38.231,31.151,-66.495,218.415,112.926,78.444,-68.101,-118.293,201.023,84.322,318.42,215.823
Salto A,20190930-1247-FRANKFURT_2-01-89,15.851,22.77,15.857,20.498,0.574,7.491,-0.406,1.225,3.561,24.843,7.119,9.182,194.786,42.056,-5.942,17.15,11.926,341.68,-16.637,16.651,341.831,34.891
Schraubensalto A,20191008-1207-FRANKFURT_2-01-217,17.024,23.547,17.017,20.703,-3.824,3.71,-1.354,4.49,4.467,26.113,25.368,111.217,90.189,158.661,204.912,129.608,43.388,154.81,348.578,176.391,276.697,374.999
Salto A,20191007-1150-FRANKFURT_2-01-131,16.094,20.681,16.073,18.546,0.015,7.167,-0.413,1.266,3.275,23.507,7.31,19.159,207.404,54.339,-6.792,20.573,11.718,342.652,-16.266,26.063,343.328,36.698
Fliffis C,0609-4-01-263,30.569,26.138,30.835,23.876,-11.123,22.113,-0.555,2.157,-2.215,29.098,-61.439,87.791,-93.362,346.322,121.165,111.385,-122.071,-190.905,235.158,144.437,591.838,254.923
Doppelsalto B,0115-CHARI-05-10,28.133,22.331,28.379,21.33,-11.962,19.89,1.214,1.399,-0.287,25.452,1.266,18.258,351.976,251.785,-6.752,22.307,2.399,669.471,-12.547,30.801,682.081,38.854
Salto C,0609-1-01-591,16.065,23.744,15.904,22.025,-1.161,9.402,0.236,1.414,5.17,25.131,11.424,16.768,190.23,159.865,-9.895,16.67,21.689,360.268,-18.871,34.108,369.587,39.686
Doppelsalto B,0115-MORITZ-03-115,30.242,26.659,30.137,23.564,-15.348,21.653,-2.081,1.976,3.795,28.004,-17.151,31.211,353.872,281.744,4.237,26.714,-34.42,704.061,7.435,58.168,742.895,50.013
Salto B,20190930-1153-FRANKFURT_1-01-163,20.239,23.451,20.206,21.169,-3.023,11.823,-0.062,1.515,3.583,26.543,26.116,34.445,184.521,205.61,-4.085,26.271,49.678,346.13,-13.05,63.241,413.885,46.764
Salto A,0827-BK2-02-133,14.798,23.41,14.333,21.594,0.611,8.764,0.481,0.692,5.375,24.511,7.485,12.06,180.784,34.756,-26.783,15.043,13.813,337.604,-50.287,21.703,337.604,53.529
Bauchsprung,0609-1-01-105,11.306,25.044,10.69,22.067,4.644,15.728,-0.533,1.401,6.879,19.421,-4.261,13.169,-24.552,60.808,-1.894,21.044,-8.402,-45.674,-3.378,18.746,107.723,34.432
Fliffis- Rudi B,0115-MORITZ-03-146,37.324,21.72,37.726,19.545,-19.849,18.497,-0.792,9.168,0.071,29.384,-101.726,196.197,-124.678,381.013,-262.187,294.602,-193.569,-239.424,-499.717,310.752,636.044,568.297
3/4 Salto vw A,20191007-1159-FRANKFURT_1-01-387,15.025,28.308,14.721,22.989,-5.334,18.124,-0.271,1.279,4.25,19.165,-1.088,11.582,-153.871,138.839,4.823,10.888,-1.166,-270.495,3.077,19.177,312.588,27.898
Doppelsalto C,0609-1-01-168,31.348,22.411,31.054,20.24,-14.588,21.939,1.245,1.655,-2.402,26.163,27.687,29.715,388.821,269.93,0.385,24.051,50.041,700.804,0.281,61.596,706.559,50.801
Von Bauch in Stand,0609-1-01-813,13.33,24.015,13.753,23.906,6.542,16.761,-0.19,1.231,6.392,17.289,2.083,15.802,23.852,68.409,1.259,15.028,3.725,38.317,1.996,27.95,88.934,31.453
Doppelsalto C,20191008-1207-FRANKFURT_2-01-290,34.249,22.081,34.311,18.966,-17.076,19.487,2.573,7.193,-5.669,27.25,66.473,71.947,416.871,243.556,-90.999,43.498,107.468,673.602,-147.212,119.963,679.972,152.439
40/,20191001-1148-FRANKFURT_1-01-139,15.065,23.518,15.138,21.051,0.33,7.097,-0.584,1.022,4.637,24.868,-2.522,15.433,193.583,55.198,-1.019,21.469,-5.467,325.077,-8.673,24.274,331.508,36.223
Doppelsalto B,0110-MORITZ-01-32,28.931,25.258,28.938,22.335,-13.688,22.158,-2.12,1.966,4.347,25.61,-24.216,27.926,356.393,260.933,14.897,22.184,-48.466,712.229,30.104,64.886,737.641,54.536
Salto A,20190930-1153-FRANKFURT_1-01-182,14.463,24.701,14.477,22.507,0.188,7.054,-0.561,0.783,5.136,25.8,20.009,14.797,179.771,53.794,4.482,12.455,39.865,350.095,2.523,41.407,350.095,23.165
Doppelsalto B,0609-1-01-490,28.007,23.886,27.823,21.3,-10.486,18.945,-0.594,1.346,-0.816,27.396,-2.272,24.715,361.418,270.415,-11.023,20.543,-4.608,700.176,-21.568,45.396,728.97,48.196
Salto C,20190930-1616-FRANKFURT_1-01-41,18.643,24.052,18.45,20.908,-2.008,11.313,-0.429,1.463,4.756,25.927,-1.161,16.892,189.238,197.465,6.271,25.236,-1.787,349.285,11.539,27.472,384.316,48.484
Fliffis B,0110-MORITZ-01-33,30.718,23.68,30.991,21.532,-12.606,20.595,-1.314,4.977,0.532,27.468,40.324,92.066,-130.957,390.632,-87.806,123.975,78.464,-257.839,-172.079,146.692,642.508,218.802
Salto B,0115-JANEIKE-01-115,18.31,24.626,18.067,22.185,-1.12,13.499,0.07,1.709,5.77,25.18,18.293,29.637,182.956,187.941,-7.549,25.869,34.646,347.856,-12.96,54.472,406.605,52.655
Fliffis B,20191007-1150-FRANKFURT_2-01-196,33.82,19.246,34.317,17.843,-19.436,18.621,2.152,4.755,1.02,25.221,3.273,89.086,-236.265,413.514,123.132,176.756,5.056,-395.573,199.815,121.06,720.705,222.995
3/4 Salto rw A,20191008-1207-FRANKFURT_2-01-114,13.912,26.067,13.736,22.71,3.417,15.412,0.946,6.26,4.242,21.436,-3.53,13.014,160.018,63.812,-31.509,33.145,-7.485,304.621,-62.092,25.594,307.813,75.009
Bauchsprung,0609-1-01-200,12.05,24.439,11.492,21.811,4.759,16.194,-0.118,0.801,6.802,18.955,-2.429,13.971,-24.451,69.792,-5.801,19.036,-4.665,-45.069,-10.757,21.205,127.355,35.523
Schraubensalto C,0609-4-01-138,17.57,22.618,17.535,20.495,-3.434,9.703,-0.567,2.632,5.639,24.656,38.286,106.749,93.476,132.394,214.626,170.364,72.539,177.221,406.504,164.788,288.499,412.028
Salto C,0609-1-01-422,17.105,22.833,16.925,21.148,-1.103,10.226,-0.285,1.125,4.092,24.76,16.977,25.899,193.075,187.516,-19.189,18.701,32.074,360.429,-35.9,53.553,383.964,51.789
Salto C,0609-4-01-458,16.143,25.591,15.914,22.18,0.647,16.141,-0.439,0.907,4.867,23.023,4.488,13.794,184.674,156.264,-0.314,14.993,8.912,370.222,-6.311,28.222,385.93,30.789
Bauchsprung,0609-1-01-668,11.92,23.59,11.452,21.161,5.103,15.365,-0.062,1.31,6.746,18.467,-6.113,11.531,-24.021,74.589,-3.978,26.689,-11.306,-42.418,-7.215,20.442,120.739,43.838
Salto A,20191007-1524-FRANKFURT_1-01-147,16.891,24.695,16.792,20.91,0.506,9.072,0.362,4.579,4.408,24.743,16.23,26.445,205.355,63.387,-27.566,33.493,24.315,332.526,-50.599,43.644,352.329,69.817
Salto C,0827-BK2-01-13,16.648,25.656,16.376,23.808,-1.013,10.519,0.62,1.122,5.915,26.512,-1.65,18.821,164.722,175.736,-4.531,19.868,-3.52,336.629,-9.103,33.954,373.845,41.177
Barani C,20190930-1616-FRANKFURT_1-01-361,17.579,24.372,17.656,22.221,-1.399,9.246,0.885,2.954,4.597,26.321,-65.117,54.018,-45.689,190.688,109.997,61.965,-120.434,-85.073,199.832,130.291,281.375,208.18
Barani A,20191007-1534-FRANKFURT_2-01-38,17.005,21.554,17.339,20.4,-0.903,8.752,0.347,5.618,2.741,23.644,-68.558,64.507,33.736,172.95,125.258,92.582,-112.08,55.799,205.767,114.252,250.057,224.842
Salto C,0827-BK1-01-38,17.599,25.151,17.417,23.16,-0.711,12.701,-0.386,1.456,5.244,25.324,5.384,11.468,176.478,157.996,3.721,14.814,11.167,355.791,8.395,25.588,382.619,29.804
Salto C,20191008-1207-FRANKFURT_2-01-312,18.388,25.454,18.295,21.885,-2.663,11.416,2.566,8.004,4.636,24.973,32.356,43.069,198.646,188.591,-43.335,39.532,54.576,340.814,-74.934,75.788,366.845,91.484
Fliffis C,20191003-1152-FRANKFURT_1-01-129,36.272,21.451,36.997,20.726,-18.778,23.082,-3.204,6.259,-3.343,26.685,76.29,87.539,-228.084,396.024,-105.851,104.185,127.052,-374.018,-178.739,138.397,622.978,197.682
Salto C,0115-MORITZ-03-37,16.561,27.191,16.493,24.407,0.045,11.626,-1.036,1.631,5.215,27.142,5.614,16.266,162.382,158.42,6.453,15.738,11.944,345.585,14.459,32.764,386.76,34.85
Barani C,0609-4-01-540,17.556,23.059,17.672,21.216,-0.739,13.118,-0.51,1.886,4.548,23.77,-24.568,37.3,-30.326,196.861,121.929,86.638,-44.687,-59.21,216.886,62.842,290.402,222.127
Salto B,20191007-1150-FRANKFURT_2-01-95,19.188,21.274,19.173,18.958,-2.727,9.178,-0.401,1.602,3.356,25.073,23.646,28.866,198.848,184.827,-16.976,30.084,40.282,338.841,-34.498,55.422,396.96,59.393
Doppelsalto B,0115-JANEIKE-01-136,28.77,22.24,28.784,19.674,-12.377,18.304,0.073,2.055,-0.317,26.14,14.902,27.231,378.363,261.483,-3.017,35.182,28.387,703.934,-5.7,52.329,728.908,72.779
Fliffis aus C,20191001-1148-FRANKFURT_1-01-92,36.944,24.519,37.107,22.341,-17.836,22.457,-2.817,4.998,-1.679,30.475,29.55,70.79,-203.717,422.492,100.836,183.239,48.54,-334.969,162.9,108.44,674.266,231.829
Salto C,20191007-1159-FRANKFURT_1-01-33,19.734,26.73,19.808,22.71,-2.784,5.323,-0.061,1.584,4.537,27.374,9.851,30.864,200.935,192.955,-1.541,37.916,16.495,350.256,-2.657,45.226,382.541,71.289
Salto A,0827-BK1-01-129,16.143,23.585,15.905,21.687,0.352,10.143,-0.752,1.563,5.412,24.533,-4.729,12.053,178.993,59.258,-1.047,11.827,-9.322,349.426,-1.903,23.738,355.041,24.469
Barani C,20191008-1157-FRANKFURT_1-01-242,18.417,24.207,18.81,22.644,-2.834,9.25,-0.424,2.653,5.003,26.197,-29.147,38.456,-15.785,229.716,113.172,110.961,-49.509,-23.871,188.77,62.885,316.343,206.973
Salto B,0827-BK2-02-75,17.947,22.35,17.755,20.633,-2.279,11.346,0.939,1.077,4.583,24.555,15.515,35.075,183.408,171.652,-29.438,28.214,28.031,333.817,-53.353,48.964,373.058,69.265
Doppelsalto C,0609-1-01-859,34.006,23.013,33.449,20.325,-16.709,21.928,0.136,1.513,-3.964,28.467,17.079,31.934,406.955,279.473,-17.012,26.482,29.574,711.453,-30.27,54.54,711.814,60.866
Fliffis B,0609-4-01-393,29.84,24.701,30.018,21.777,-11.884,18.935,-0.418,2.58,0.531,28.534,-48.03,92.292,-105.685,353.328,124.699,124.318,-95.182,-214.821,242.076,140.013,607.912,263.749
41/,20191001-1148-FRANKFURT_1-01-94,17.484,24.07,17.696,21.879,-2.288,6.669,-0.999,2.141,4.073,26.524,-64.409,64.88,45.488,187.579,108.336,96.706,-106.444,76.419,172.236,118.85,287.374,201.154
Fliffis B,0609-4-01-351,30.595,24.266,30.923,21.508,-12.148,19.991,-0.823,2.671,-0.222,27.545,-48.747,87.956,-109.477,355.044,121.178,131.043,-94.722,-218.66,230.641,141.74,608.344,262.071
Voll- ein 1 3/4 Salto vw C,0115-CHARI-05-141,29.703,23.946,29.459,19.365,-14.894,13.112,-1.764,7.782,0.139,26.137,106.683,234.83,-232.059,204.266,135.804,201.796,213.755,-438.518,290.816,372.482,521.523,335.061
3/4 Salto rw A,20190930-1247-FRANKFURT_2-01-313,13.392,27.058,13.221,23.94,4.372,15.089,-0.95,1.147,5.0,22.873,14.699,20.403,156.632,56.113,-3.978,23.863,28.942,318.828,-11.946,38.179,320.809,51.313
Von Bauch in Stand,0609-1-01-237,13.056,24.784,13.644,24.918,6.359,17.28,0.017,1.263,6.24,17.928,2.095,11.441,24.334,83.204,2.87,16.527,3.774,42.137,5.308,18.865,120.478,33.671
Bauchsprung,0609-1-01-712,12.164,24.703,11.343,21.283,4.411,14.592,-0.182,0.956,7.693,20.224,-0.309,14.853,-20.044,76.64,-7.043,26.504,-0.501,-34.951,-13.175,24.779,126.47,44.795
Salto A,0827-BK2-02-125,15.106,23.617,14.639,21.705,0.289,8.03,0.489,1.093,5.582,24.99,0.357,16.197,179.085,47.79,-27.815,18.187,0.412,337.179,-51.971,25.733,337.179,61.593
Schraubensalto C,0609-4-01-241,17.201,22.611,17.054,19.876,-3.266,9.721,-0.746,2.454,5.645,24.325,45.783,110.858,102.537,125.731,219.241,175.945,84.087,186.259,398.081,157.455,275.581,399.753
Salto A,20191003-1152-FRANKFURT_1-01-66,16.445,20.163,16.667,18.989,-0.494,10.746,0.226,2.769,4.077,21.889,-4.163,15.64,212.784,94.044,0.465,26.37,-5.757,334.226,-5.325,19.878,334.48,35.132
Salto C,20191007-1534-FRANKFURT_2-01-139,17.957,21.954,17.924,19.651,-3.725,9.366,0.764,2.361,4.449,24.622,20.261,30.053,214.531,188.168,-6.901,30.954,32.221,350.307,-15.952,45.095,368.467,47.379
Cody C,20190930-1153-FRANKFURT_1-01-237,20.936,26.623,21.468,25.415,-0.483,23.442,0.154,1.903,-1.546,21.269,26.035,33.766,212.807,231.333,10.632,34.224,49.902,402.207,15.292,66.164,502.792,54.157
Barani A,20191008-1157-FRANKFURT_1-01-111,17.443,23.977,17.636,21.964,-1.867,7.239,-0.331,2.298,4.45,26.468,-47.998,73.412,35.439,192.194,114.544,108.867,-80.225,57.279,190.228,106.628,289.402,205.171
41°,20191001-1148-FRANKFURT_1-01-142,19.014,23.352,19.43,21.923,-4.241,8.855,-1.32,3.036,4.631,25.816,-4.553,29.488,-4.062,252.274,105.806,153.507,-7.526,-3.05,163.625,42.384,340.502,215.793
Salto C,0609-1-01-363,17.006,22.966,16.991,21.779,-1.51,10.068,-0.308,1.212,4.138,24.953,11.185,23.911,191.857,198.856,-8.89,18.125,21.071,359.34,-16.799,43.75,377.413,36.756
Schraubensalto C,0609-4-01-84,17.283,22.414,17.2,19.856,-2.532,11.562,-0.692,2.642,5.196,23.477,57.936,103.013,98.354,130.55,213.903,170.573,108.478,183.769,398.05,167.616,281.548,408.88
Salto B,0827-BK1-01-87,18.098,24.786,18.023,23.095,-0.689,14.474,-0.434,1.575,4.475,24.975,-2.175,15.206,176.513,185.912,9.742,20.482,-4.185,353.457,19.588,24.885,399.795,42.948
