SprungID,Sprungtyp,avg_Acc_N_Fil,std_Acc_N_Fil,avg_Gyro_x_R,std_Gyro_x_R,avg_Gyro_y_R,std_Gyro_y_R,avg_Gyro_z_R,std_Gyro_z_R,avg_Gyro_x_Fil,std_Gyro_x_Fil,avg_Gyro_y_Fil,std_Gyro_y_Fil,avg_Gyro_z_Fil,std_Gyro_z_Fil
0609-1-01-387,Doppelsalto B,27.102,20.975,8.845,40.509,376.152,289.055,-7.401,41.772,8.94,36.531,375.845,282.295,-7.311,26.422
0609-1-01-391,Salto C,17.041,23.402,12.265,27.776,192.366,201.748,-11.193,31.811,12.061,24.339,192.255,195.676,-11.29,22.393
0609-1-01-392,Doppelsalto B,27.976,23.135,-3.215,41.891,372.271,277.539,-10.011,40.362,-3.017,38.896,372.024,270.802,-9.941,28.338
0609-1-01-399,Salto C,16.24,22.841,16.543,23.323,193.197,187.511,-14.129,23.589,16.491,20.4,193.544,180.398,-14.307,16.611
0609-1-01-400,Doppelsalto B,25.388,19.276,0.649,46.231,374.271,271.975,-14.035,40.458,0.344,43.303,373.736,266.462,-13.458,31.349
0609-1-01-404,Salto C,16.767,23.493,15.972,22.11,191.979,187.694,-10.811,27.779,15.944,18.105,192.273,180.879,-10.878,20.148
0609-1-01-405,Doppelsalto B,25.079,19.127,-3.507,33.704,375.075,285.032,-18.985,29.776,-3.299,30.715,373.863,279.325,-18.722,17.842
0609-1-01-413,Salto C,15.699,21.77,21.898,22.664,192.478,195.39,-9.952,30.113,21.647,19.56,192.597,188.96,-9.519,23.872
0609-1-01-414,Doppelsalto B,28.186,20.681,14.189,48.321,392.006,299.249,-12.846,44.267,14.348,44.949,391.366,291.06,-13.121,26.893
0609-1-01-419,Salto C,16.188,22.212,17.214,29.538,193.148,194.805,-19.091,27.278,17.006,25.878,193.049,187.316,-19.097,18.786
0609-1-01-420,Doppelsalto B,27.424,21.068,3.07,44.24,381.311,287.43,-12.207,45.958,3.064,40.058,381.278,279.747,-11.966,34.576
0609-1-01-424,Salto C,16.45,23.724,16.047,21.409,192.081,188.381,-5.099,30.708,15.932,18.129,192.372,181.479,-5.329,22.504
0609-1-01-425,Doppelsalto B,27.767,22.929,11.641,43.09,375.109,289.366,-14.385,34.93,11.82,38.951,374.839,279.589,-14.302,18.771
0609-1-01-428,Strecksprung,11.207,24.852,0.461,16.757,10.479,53.147,3.144,26.985,0.459,13.851,10.586,49.697,3.206,21.915
0609-1-01-429,Salto C,16.018,22.831,4.573,16.04,192.287,191.537,-11.552,30.539,4.433,12.255,192.418,183.688,-11.382,22.127
0609-1-01-430,Doppelsalto B,25.863,20.412,5.75,31.138,379.034,285.292,-4.032,36.599,5.939,27.98,378.043,278.085,-3.782,24.845
0609-1-01-436,Strecksprung,11.086,24.851,-0.086,16.045,8.581,60.89,3.381,23.653,-0.206,13.308,8.719,56.576,3.536,18.648
0609-1-01-437,Salto C,16.57,23.43,14.997,17.486,191.061,204.396,-6.077,25.122,15.186,15.215,191.183,196.376,-6.209,14.786
0609-1-01-438,Doppelsalto B,28.364,22.61,10.441,41.538,371.997,285.97,-18.336,48.132,10.423,36.855,371.695,278.813,-18.165,31.173
0609-1-01-441,Salto C,16.455,23.451,10.798,19.72,189.458,183.973,-8.428,27.74,10.793,15.833,189.824,177.666,-8.683,21.371
0609-1-01-442,Doppelsalto B,26.144,20.203,6.394,35.826,376.996,274.362,-14.085,38.023,6.651,32.192,376.164,267.073,-13.934,25.203
0609-1-01-445,Strecksprung,11.251,24.736,1.591,16.184,7.979,59.727,-0.255,30.064,1.658,14.01,8.337,55.921,-0.005,26.737
0609-1-01-446,Salto C,16.203,22.352,10.704,22.514,190.441,201.576,-10.723,26.528,10.688,19.038,190.351,194.673,-10.727,17.928
0609-1-01-447,Doppelsalto B,28.325,22.98,9.869,39.047,373.789,291.975,-8.858,38.055,9.886,34.749,373.855,284.894,-8.706,26.429
0609-1-01-452,Salto C,16.752,23.124,10.861,21.912,192.969,191.954,-13.236,28.15,10.853,18.41,193.028,185.087,-13.244,20.646
0609-1-01-453,Doppelsalto B,25.97,20.503,1.204,38.231,373.945,281.642,-15.14,41.452,1.229,34.887,373.055,275.074,-14.892,27.443
0609-1-01-460,Salto C,15.482,21.217,11.152,21.237,190.778,205.763,-11.7,26.025,11.183,17.978,190.489,198.853,-11.581,21.591
0609-1-01-461,Doppelsalto B,27.167,22.79,2.978,44.684,371.991,278.942,-14.678,38.9,3.352,41.41,371.631,271.738,-14.645,27.65
0609-1-01-465,Salto C,16.466,22.999,6.478,34.541,191.835,194.724,-14.11,30.34,6.377,31.864,191.845,187.735,-14.251,23.432
0609-1-01-466,Doppelsalto B,28.089,23.187,18.09,44.227,372.852,289.28,-10.905,54.892,18.161,39.583,372.457,280.396,-10.742,31.096
0609-1-01-468,Strecksprung,8.937,21.654,0.215,14.027,1.137,28.235,-2.939,28.049,0.124,12.241,1.171,24.284,-2.95,25.369
0609-1-01-470,Salto C,15.753,22.211,17.155,25.068,190.95,193.06,-9.044,29.21,17.185,21.762,191.116,186.412,-9.042,21.138
0609-1-01-471,Doppelsalto B,25.553,19.808,-3.743,46.67,374.295,281.163,-20.981,40.33,-3.559,43.671,373.514,273.617,-20.789,27.241
0609-1-01-475,Salto C,15.945,22.275,15.699,21.309,190.116,193.38,-6.591,34.792,15.658,18.321,190.11,185.01,-6.525,25.055
0609-1-01-476,Doppelsalto B,27.381,20.766,0.171,39.507,376.978,272.653,-9.743,39.693,0.324,37.135,376.641,265.342,-9.625,28.509
0609-1-01-479,Strecksprung,10.592,22.73,-0.497,12.132,2.946,59.83,-1.812,17.567,-0.42,8.496,2.884,57.162,-1.604,11.682
0609-1-01-481,Salto C,16.559,23.566,14.899,27.727,192.0,199.794,-10.495,27.835,14.756,25.376,192.159,193.172,-10.583,19.821
0609-1-01-482,Doppelsalto B,28.398,22.706,14.617,45.979,376.554,298.373,-5.997,47.377,14.692,41.396,376.244,290.041,-5.949,29.568
0609-1-01-486,Salto C,15.832,22.46,19.03,23.838,187.106,193.934,-6.477,22.755,19.139,20.962,187.271,186.376,-6.717,13.871
0609-1-01-487,Doppelsalto B,25.421,21.098,-2.638,29.165,366.354,276.098,-11.641,32.741,-2.622,24.732,365.479,270.31,-11.266,20.587
0609-1-01-491,Salto C,15.682,22.197,18.193,22.402,185.485,192.236,-3.716,27.013,18.297,19.061,185.413,185.646,-3.73,18.528
0609-1-01-492,Doppelsalto B,25.211,21.461,4.32,49.19,361.219,278.58,-8.479,41.275,4.202,46.617,360.303,271.449,-8.227,31.507
0609-1-01-499,Strecksprung,10.723,24.22,2.342,9.041,2.403,53.406,-0.046,21.314,2.27,6.936,2.48,50.868,0.07,18.67
0609-1-01-501,Salto C,15.722,22.708,13.58,21.787,187.531,193.475,-10.542,31.348,13.687,18.285,187.659,186.336,-10.644,21.627
0609-1-01-502,Doppelsalto B,25.796,20.66,-3.198,39.743,372.874,282.625,-13.939,42.146,-3.062,35.433,371.94,274.278,-13.506,26.242
0609-1-01-512,Salto C,17.063,24.111,13.925,26.236,188.707,203.057,-8.391,32.659,13.91,22.878,188.96,195.907,-8.489,17.313
0609-1-01-513,Doppelsalto B,27.106,23.156,10.694,53.206,365.974,288.152,-14.478,49.59,10.78,49.651,365.571,279.089,-14.262,34.254
0609-1-01-517,Strecksprung,10.584,24.191,0.588,15.78,7.626,62.222,2.928,27.227,0.658,12.905,7.769,57.204,3.025,21.489
0609-1-01-518,Salto C,16.933,25.021,20.936,24.939,187.167,196.387,-9.003,28.05,20.802,21.815,187.391,189.93,-9.021,20.386
0609-1-01-519,Doppelsalto B,25.291,19.33,6.945,37.791,374.909,277.859,-12.432,41.847,7.276,34.57,374.152,269.814,-12.219,30.206
0609-1-01-520,Strecksprung,11.849,26.442,1.641,18.173,1.275,31.688,0.197,26.924,1.505,16.467,1.885,28.95,-0.163,21.259
0609-1-01-523,Salto C,16.259,23.397,10.834,22.031,189.259,190.516,-9.757,32.289,10.758,17.143,189.295,183.886,-9.825,22.84
0609-1-01-524,Doppelsalto B,27.776,21.929,20.619,59.179,379.13,285.965,-14.468,47.415,20.955,54.507,378.459,278.035,-14.328,33.467
0609-1-01-529,Salto C,15.808,22.896,10.423,25.986,190.817,193.274,-11.792,24.235,10.227,22.009,190.879,184.726,-11.652,15.188
0609-1-01-530,Doppelsalto B,25.361,20.717,14.697,38.876,368.281,282.659,-7.764,38.98,14.849,35.003,367.4,273.355,-7.828,26.3
0609-1-01-538,Salto C,16.058,22.933,17.13,21.06,190.059,197.608,-7.383,27.898,17.143,17.866,190.112,191.15,-7.342,18.516
0609-1-01-539,Doppelsalto B,26.644,20.328,2.55,52.24,378.319,282.621,-21.505,42.188,2.636,48.866,378.184,273.432,-21.445,24.701
0609-1-01-542,Salto C,16.779,24.842,11.045,18.36,188.097,189.264,-5.524,24.593,10.939,15.347,188.337,182.487,-5.702,18.038
0609-1-01-543,Doppelsalto B,25.559,20.503,-21.4,47.457,370.045,271.015,-4.536,38.312,-21.132,43.648,369.61,263.64,-4.227,27.387
0609-1-01-546,Salto C,15.839,23.399,13.23,17.816,188.297,166.305,-15.339,24.562,13.142,14.312,188.481,159.803,-15.223,15.805
0609-1-01-547,Doppelsalto B,28.124,23.31,16.676,53.833,370.629,282.725,-10.652,44.694,16.657,49.993,370.343,274.592,-10.62,30.921
0609-1-01-550,Strecksprung,11.143,24.809,-0.311,21.116,11.362,58.022,2.104,34.226,-0.36,19.051,11.565,54.478,2.141,31.275
0609-1-01-551,Salto C,15.597,22.436,18.223,23.384,190.322,171.493,-18.206,22.575,18.153,20.122,190.465,165.347,-18.349,16.082
0609-1-01-552,Doppelsalto B,29.003,20.479,11.514,49.188,392.346,295.897,-15.906,43.547,11.5,45.919,391.299,286.588,-15.944,24.897
0609-1-01-555,Strecksprung,11.534,24.943,0.493,14.966,4.179,59.932,1.288,18.075,0.546,13.118,4.078,57.591,1.139,14.921
0609-1-01-557,Salto C,16.375,24.009,17.157,22.326,189.116,186.772,-5.873,28.978,16.95,18.703,189.133,179.571,-5.879,21.419
0609-1-01-558,Doppelsalto B,26.64,20.344,5.987,47.021,379.918,292.42,-7.869,47.859,6.323,43.334,379.732,283.426,-7.86,32.307
0609-1-01-559,Strecksprung,11.775,26.428,3.094,15.262,-5.174,58.903,0.197,38.833,3.062,11.396,-5.145,54.263,0.005,33.881
0609-1-01-561,Salto C,15.999,23.235,6.09,21.868,188.296,196.344,-9.437,24.876,6.245,18.863,188.196,189.859,-9.629,17.358
0609-1-01-562,Doppelsalto B,27.184,22.298,4.886,43.05,371.708,284.499,-10.94,39.532,4.922,38.856,371.453,276.105,-10.757,23.947
0609-1-01-565,Salto C,16.407,23.35,13.723,25.609,188.226,195.349,-7.943,25.032,13.805,23.482,188.393,189.141,-7.891,18.502
0609-1-01-566,Doppelsalto B,28.618,22.77,8.934,43.463,374.861,277.37,-11.638,43.355,8.944,40.701,374.61,268.216,-11.325,28.708
0609-1-01-569,Salto C,16.084,23.797,12.156,20.321,190.695,184.18,-10.062,32.171,12.188,17.012,190.871,176.46,-9.93,23.851
0609-1-01-570,Doppelsalto B,27.007,20.943,0.581,43.157,379.124,295.041,-20.19,44.886,0.564,39.621,378.523,286.275,-20.038,33.287
0609-1-01-573,Salto C,15.39,23.008,15.122,24.351,192.011,154.491,-7.614,23.006,15.168,21.057,192.227,148.229,-7.606,15.589
0609-1-01-574,Doppelsalto B,27.07,19.509,-0.465,50.01,391.233,288.311,-16.491,40.369,-0.264,46.799,390.674,277.275,-16.445,26.447
0609-1-01-580,Salto C,17.267,24.433,11.897,20.563,190.226,193.468,-8.619,29.096,11.842,18.458,190.492,186.971,-8.576,21.328
0609-1-01-581,Doppelsalto B,27.843,21.164,6.093,45.569,389.329,304.046,-5.184,49.085,5.918,40.94,388.734,291.168,-5.004,27.314
0609-1-01-585,Salto C,15.961,22.508,0.205,18.548,191.611,196.62,-13.72,25.461,0.236,16.03,191.849,190.38,-13.76,19.175
0609-1-01-586,Doppelsalto B,27.664,21.579,10.26,36.489,381.873,292.831,-4.687,44.033,10.163,31.732,381.709,282.436,-4.81,27.477
0609-1-01-588,Salto C,14.983,22.461,11.358,19.606,190.112,166.353,-9.932,24.092,11.328,16.657,190.255,160.033,-9.895,16.688
0609-1-01-589,Doppelsalto B,27.909,21.058,-4.609,54.965,386.6,288.818,-15.535,42.041,-4.481,51.917,386.177,278.559,-15.558,29.485
0609-1-01-591,Salto C,15.792,23.421,7.007,18.675,191.47,184.756,-11.316,28.726,7.053,15.408,191.649,177.119,-11.286,20.681
0609-1-01-592,Doppelsalto B,27.724,22.327,6.053,48.239,374.966,288.13,-10.64,32.796,5.993,44.638,374.757,278.182,-10.479,20.954
0609-1-01-594,Salto C,15.573,23.013,12.147,17.463,189.947,168.45,-6.145,26.045,12.154,13.857,190.205,161.155,-6.07,17.201
0609-1-01-595,Doppelsalto B,26.843,20.939,7.113,38.948,378.318,287.284,-10.985,38.135,7.136,34.704,377.402,277.36,-10.774,24.6
0609-1-01-602,Salto C,16.233,23.347,13.202,20.825,189.603,193.163,-9.812,26.871,12.998,17.35,189.898,186.422,-9.736,19.614
0609-1-01-603,Doppelsalto B,26.789,20.662,3.299,50.696,383.02,298.211,-11.547,45.553,3.308,46.786,382.374,286.299,-12.006,23.462
0609-1-01-605,Salto C,15.709,21.72,7.793,25.825,190.846,199.808,-13.239,30.214,7.752,22.647,190.937,192.599,-13.234,20.609
0609-1-01-606,Doppelsalto B,27.364,21.463,11.537,40.407,378.231,281.502,-6.143,44.501,11.591,37.229,377.796,273.114,-5.764,32.794
0609-1-01-608,Salto C,15.769,22.904,2.065,19.25,187.696,199.576,-8.863,28.306,2.102,16.41,187.742,193.195,-8.93,23.241
0609-1-01-609,Doppelsalto B,26.145,20.8,1.597,47.507,376.314,266.169,-13.657,35.135,1.55,45.212,376.033,257.366,-13.407,24.863
0609-1-01-611,Salto C,16.261,23.58,14.078,20.924,193.102,151.533,-9.446,26.767,14.054,16.616,193.297,144.679,-9.447,18.544
0609-1-01-612,Doppelsalto B,27.419,20.145,-1.515,55.452,387.477,281.577,-18.592,45.422,-1.437,51.242,387.027,270.327,-18.693,28.98
0609-1-01-614,Salto C,15.049,22.041,11.808,25.742,193.602,148.161,-11.098,35.187,12.041,22.75,193.541,141.015,-11.275,25.886
0609-1-01-615,Doppelsalto B,28.001,20.431,-9.192,47.509,392.021,265.138,-20.631,46.789,-9.168,43.79,390.966,257.699,-20.105,36.016
0609-1-01-621,Bauchsprung,12.147,24.65,-4.869,18.513,-20.576,71.918,-2.573,30.602,-4.708,13.499,-20.611,66.581,-2.121,15.891
0609-1-01-622,Von Bauch in Stand,11.885,22.42,3.354,18.987,24.689,71.924,4.41,33.487,3.402,14.986,25.028,66.122,3.776,23.424
0609-1-01-623,Doppelsalto C,31.976,22.061,10.391,32.372,412.514,275.21,-22.49,35.75,10.293,27.252,411.883,265.061,-22.018,21.628
0609-1-01-628,Bauchsprung,11.456,23.809,-5.562,16.189,-20.418,92.604,-9.849,41.984,-5.382,12.506,-20.404,81.855,-9.537,32.877
0609-1-01-629,Von Bauch in Stand,10.896,22.206,4.337,18.141,21.925,84.845,10.994,30.247,4.06,13.572,22.054,73.841,10.601,16.817
0609-1-01-630,Doppelsalto C,29.699,19.028,12.391,29.991,412.113,258.585,-16.727,36.794,12.76,25.623,411.342,249.996,-16.636,22.017
0609-1-01-631,Strecksprung,10.265,22.867,-1.582,6.853,3.49,22.311,0.729,14.987,-1.752,4.68,4.195,21.493,0.695,12.835
0609-1-01-635,Bauchsprung,11.258,23.267,0.054,14.728,-19.382,77.759,-3.04,26.35,0.082,12.161,-19.434,70.129,-2.994,20.519
0609-1-01-636,Von Bauch in Stand,13.114,25.265,2.842,18.64,25.523,75.501,3.814,30.876,2.863,15.645,25.949,69.425,3.485,20.067
0609-1-01-637,Doppelsalto C,30.489,20.805,18.781,41.553,408.62,271.656,-17.296,42.84,18.614,37.771,408.095,265.149,-16.817,29.619
0609-1-01-641,Bauchsprung,13.104,25.459,-1.22,13.771,-17.09,94.696,-4.593,51.248,-1.201,9.826,-17.197,87.665,-4.497,37.609
0609-1-01-642,Von Bauch in Stand,11.06,21.675,-3.639,30.186,19.988,83.056,5.88,43.518,-3.647,26.356,20.224,76.973,5.727,33.76
0609-1-01-643,Doppelsalto C,31.916,21.341,1.314,28.703,413.884,269.792,-13.988,46.068,1.298,24.495,413.39,264.399,-13.928,29.955
0609-1-01-646,Bauchsprung,12.019,24.329,0.283,13.337,-22.895,84.105,-3.875,32.374,0.354,10.327,-22.926,75.456,-3.852,23.407
0609-1-01-647,Von Bauch in Stand,11.389,23.857,0.094,19.314,22.388,79.482,2.456,28.296,-0.009,16.148,22.601,75.516,2.605,20.115
0609-1-01-648,Doppelsalto C,29.854,20.746,10.68,25.706,409.913,269.659,-16.535,37.56,10.727,21.769,409.18,264.201,-16.651,27.735
0609-1-01-655,Bauchsprung,10.547,22.676,-3.822,13.647,-26.432,75.13,-2.806,22.289,-3.559,10.842,-26.483,67.805,-2.75,13.944
0609-1-01-656,Von Bauch in Stand,12.534,24.131,4.905,18.922,26.651,64.434,2.437,38.371,4.524,14.048,26.877,58.743,2.497,24.743
0609-1-01-657,Doppelsalto C,32.306,22.75,0.558,30.183,411.265,284.217,-10.305,29.35,0.701,26.811,410.812,276.809,-10.295,18.415
0609-1-01-659,Strecksprung,9.697,21.423,1.488,17.097,12.401,28.299,5.344,16.503,1.419,15.459,12.434,25.302,5.276,14.743
0609-1-01-660,Bauchsprung,11.972,24.524,-0.793,12.92,-21.669,74.431,-6.917,31.252,-0.744,10.916,-22.004,69.202,-6.647,23.344
0609-1-01-661,Von Bauch in Stand,10.951,22.971,0.759,18.224,22.693,66.909,5.826,33.765,0.71,15.284,22.94,59.982,5.719,24.544
0609-1-01-662,Doppelsalto C,31.406,21.922,5.541,31.62,404.706,267.025,-13.195,34.592,5.62,27.568,404.063,262.131,-13.36,24.606
0609-1-01-665,Bauchsprung,11.318,23.008,-6.371,14.392,-23.794,79.004,-4.059,34.426,-6.103,11.529,-23.941,74.587,-3.953,26.686
0609-1-01-666,Von Bauch in Stand,11.326,22.798,1.171,16.365,24.321,77.622,3.234,24.626,0.877,13.478,24.585,65.706,3.052,16.907
0609-1-01-667,Doppelsalto C,31.178,20.362,2.37,27.745,414.02,260.378,-20.102,36.321,2.448,24.328,413.372,255.705,-19.966,27.004
0609-1-01-670,Bauchsprung,10.835,22.934,-3.209,14.987,-20.921,87.495,-4.628,26.939,-3.113,12.927,-21.358,79.977,-4.492,20.363
0609-1-01-671,Von Bauch in Stand,12.032,23.401,4.131,21.14,23.759,76.159,3.145,35.038,3.991,18.601,24.348,70.783,2.781,15.773
0609-1-01-672,Doppelsalto C,32.648,19.692,26.116,26.646,429.342,268.105,-26.104,33.955,26.199,23.814,428.795,263.059,-25.858,21.856
0609-1-01-673,Strecksprung,10.869,23.589,-0.195,10.246,-2.596,31.169,0.434,16.683,-0.139,8.402,-2.092,30.284,0.455,14.381
0609-1-01-675,Bauchsprung,11.889,24.011,-4.435,21.016,-20.812,91.003,-3.834,24.481,-4.314,18.873,-20.98,86.267,-3.693,19.888
0609-1-01-676,Von Bauch in Stand,12.797,23.612,8.937,23.906,21.605,68.712,4.747,46.927,8.754,21.255,22.06,63.262,4.682,40.654
0609-1-01-677,Doppelsalto C,32.662,19.903,13.288,29.692,432.346,265.346,-22.346,40.64,13.337,25.539,431.458,259.884,-22.262,28.14
0609-1-01-678,Strecksprung,9.869,22.358,1.481,15.49,2.257,34.161,-0.262,17.486,1.481,14.239,2.576,33.055,-0.438,14.044
0609-1-01-682,Bauchsprung,11.412,24.17,-1.62,10.398,-21.702,71.012,-5.797,27.61,-1.539,8.501,-22.05,65.299,-5.798,16.659
0609-1-01-683,Von Bauch in Stand,10.581,21.584,2.106,16.201,21.847,81.989,4.159,19.569,2.057,14.426,22.382,70.629,4.174,12.493
0609-1-01-684,Doppelsalto C,33.319,22.756,16.071,40.045,419.488,304.165,-11.895,41.295,16.016,35.57,419.447,293.961,-12.211,24.837
0609-1-01-687,Bauchsprung,11.66,23.845,0.043,11.876,-19.854,78.652,-2.431,23.894,0.308,8.958,-19.968,72.319,-2.387,17.045
0609-1-01-688,Von Bauch in Stand,11.546,23.201,0.92,14.198,21.647,84.351,2.262,28.718,0.683,10.973,22.063,67.944,2.077,15.309
0609-1-01-689,Doppelsalto C,31.741,22.034,25.706,37.738,413.993,290.731,-15.363,41.067,25.731,35.258,412.912,284.95,-15.248,24.404
0609-1-01-692,Bauchsprung,11.19,23.652,-4.704,14.226,-24.924,64.471,-4.33,19.744,-4.552,11.328,-24.895,59.036,-3.881,14.786
0609-1-01-693,Von Bauch in Stand,11.647,23.414,1.55,19.724,23.637,69.542,2.943,27.139,1.541,17.878,23.806,66.421,2.556,21.306
0609-1-01-694,Doppelsalto C,31.424,21.14,10.089,27.009,419.536,278.18,-11.62,36.887,10.02,22.515,418.717,272.291,-11.239,22.367
0609-1-01-697,Bauchsprung,11.548,23.102,-2.333,16.783,-25.156,76.787,-4.674,26.963,-2.174,14.297,-25.076,72.772,-4.874,20.432
0609-1-01-698,Von Bauch in Stand,12.257,23.625,1.946,15.771,21.074,65.158,3.276,29.224,1.902,13.242,21.599,60.916,3.542,25.579
0609-1-01-699,Doppelsalto C,31.911,21.553,4.981,38.759,425.335,273.163,-27.084,44.609,4.876,34.484,424.238,266.472,-26.864,31.167
0609-1-01-702,Bauchsprung,11.745,24.145,-3.236,14.768,-21.11,82.282,-5.355,25.61,-2.968,11.544,-21.345,73.626,-5.277,18.01
0609-1-01-703,Von Bauch in Stand,10.177,21.142,0.377,18.552,20.584,78.897,3.961,38.081,0.347,15.837,20.843,67.782,4.063,20.267
0609-1-01-704,Doppelsalto C,33.348,21.789,18.731,49.374,417.236,271.827,-15.921,43.893,18.816,44.565,416.459,266.1,-16.327,32.225
0609-1-01-708,Strecksprung,10.614,21.317,-1.129,11.925,10.887,45.426,2.517,35.582,-1.297,9.644,11.056,42.271,2.816,32.582
0609-1-01-709,Bauchsprung,12.45,25.561,-0.2,17.079,-18.193,88.488,-6.975,34.023,-0.174,14.783,-18.57,77.334,-6.813,26.548
0609-1-01-710,Von Bauch in Stand,11.871,24.594,1.209,15.03,25.427,78.937,5.542,30.947,1.145,12.225,25.864,72.712,5.202,19.796
0609-1-01-711,Doppelsalto C,30.638,21.173,17.823,31.659,410.332,295.126,-22.758,49.485,18.032,26.845,409.858,288.995,-22.741,23.641
0609-1-01-714,Bauchsprung,8.542,19.207,-2.908,10.055,-26.852,70.842,1.31,23.526,-2.991,8.411,-26.425,65.492,1.039,15.402
0609-1-01-715,Von Bauch in Stand,13.082,25.976,0.127,21.438,25.373,78.318,-0.67,37.957,0.265,16.413,25.024,71.048,-0.269,21.861
0609-1-01-716,Doppelsalto C,30.362,21.465,24.299,58.391,401.004,286.384,-15.947,47.386,24.248,54.639,400.381,280.971,-15.849,34.689
0609-1-01-719,Bauchsprung,12.076,25.171,0.366,12.763,-21.611,81.764,-3.482,21.481,0.546,8.765,-21.819,75.209,-3.168,16.769
0609-1-01-720,Von Bauch in Stand,10.514,22.568,3.283,13.609,19.547,58.819,6.115,22.897,3.134,10.668,19.734,49.599,5.709,15.042
0609-1-01-721,Doppelsalto C,31.661,20.996,20.329,36.172,412.563,281.672,-10.798,38.385,20.265,32.251,412.068,276.194,-10.561,22.299
0609-1-01-724,Bauchsprung,10.351,21.541,-5.298,18.772,-21.54,77.974,-2.394,34.366,-4.962,15.298,-21.709,66.03,-2.748,26.486
0609-1-01-725,Von Bauch in Stand,13.915,26.949,2.528,22.668,23.968,77.88,2.355,29.284,2.148,19.621,24.39,71.498,2.629,22.565
0609-1-01-726,Doppelsalto C,29.739,18.1,-29.866,44.909,420.305,258.719,-8.318,34.589,-29.783,42.843,419.218,253.497,-8.396,22.246
0609-1-01-730,Bauchsprung,10.89,21.981,-1.863,13.161,-24.098,81.124,-0.027,21.937,-2.059,9.88,-24.252,75.349,-0.485,15.752
0609-1-01-731,Von Bauch in Stand,13.271,25.891,-0.359,19.213,26.492,61.387,-1.115,30.765,-0.148,13.811,26.632,56.371,-0.347,16.438
0609-1-01-732,Doppelsalto C,31.531,21.033,20.103,23.938,404.742,275.33,-24.611,38.516,20.079,19.436,404.084,268.043,-24.586,26.771
0609-1-01-736,Bauchsprung,11.434,22.719,-0.791,16.036,-21.292,88.694,-5.838,38.025,-0.722,12.456,-21.522,81.825,-5.805,17.937
0609-1-01-737,Von Bauch in Stand,11.34,22.186,-1.658,22.64,21.031,87.775,4.712,32.442,-1.702,18.299,21.536,65.726,4.803,18.143
0609-1-01-738,Doppelsalto C,33.516,23.197,4.086,55.01,407.579,299.561,-7.232,50.062,4.29,51.158,407.209,292.008,-7.345,35.746
0609-1-01-741,Bauchsprung,10.093,20.911,-3.125,17.943,-22.976,87.547,-1.69,33.336,-3.086,14.451,-23.249,75.506,-2.267,13.507
0609-1-01-742,Von Bauch in Stand,13.059,26.309,1.761,22.449,19.624,70.095,1.897,46.891,1.868,18.971,19.833,57.466,2.493,28.798
0609-1-01-743,Doppelsalto C,31.429,21.423,21.99,39.401,414.584,278.291,-14.466,40.898,22.055,36.376,413.706,272.575,-14.415,27.415
0609-1-01-746,Bauchsprung,11.805,24.2,0.351,15.918,-21.938,77.955,-1.337,20.775,0.408,13.572,-21.96,71.673,-1.152,13.275
0609-1-01-747,Von Bauch in Stand,12.649,24.89,1.924,29.0,23.574,74.507,3.561,48.001,1.811,24.564,23.92,67.963,3.311,38.12
0609-1-01-748,Doppelsalto C,30.224,20.776,13.937,32.672,408.115,276.54,-9.795,32.614,13.949,29.494,407.301,269.988,-9.91,21.45
0609-1-01-750,Strecksprung,10.49,22.772,-0.089,9.928,12.286,37.008,4.308,13.408,-0.386,8.193,12.043,34.205,4.376,11.362
0609-1-01-751,Bauchsprung,11.921,24.9,-2.249,15.072,-15.003,90.798,-6.714,32.96,-1.749,9.558,-15.304,84.662,-6.434,17.951
0609-1-01-752,Von Bauch in Stand,10.786,22.537,4.006,20.599,14.871,91.977,3.494,37.114,3.624,16.779,15.261,70.08,3.105,15.372
0609-1-01-753,Doppelsalto C,30.772,20.959,15.34,28.278,407.703,272.121,-15.829,35.476,15.387,25.411,407.136,267.519,-15.561,25.592
0609-1-01-757,Bauchsprung,11.519,24.454,-4.206,18.275,-20.729,79.381,-4.487,21.322,-4.077,16.074,-20.745,73.367,-4.32,13.304
0609-1-01-758,Von Bauch in Stand,10.913,22.769,1.921,19.788,20.017,73.768,5.265,42.272,1.983,15.462,20.336,68.89,5.142,29.686
0609-1-01-759,Doppelsalto C,31.076,20.382,17.769,36.933,418.297,268.878,-18.851,33.735,17.522,33.755,417.525,264.593,-19.036,20.763
0609-1-01-760,Strecksprung,12.219,24.553,-3.66,24.729,1.593,22.792,-0.738,30.28,-3.551,24.259,2.143,22.03,-0.716,27.939
0609-1-01-765,Bauchsprung,10.201,20.963,-3.954,18.415,-19.882,79.408,-5.053,35.975,-3.743,11.525,-20.107,68.113,-5.168,17.41
0609-1-01-766,Von Bauch in Stand,13.886,26.415,2.694,16.721,24.426,70.278,4.244,22.852,2.617,14.08,24.947,59.665,4.093,15.389
0609-1-01-767,Doppelsalto C,32.987,22.143,-1.223,35.029,414.322,293.879,-21.965,42.081,-1.233,30.643,413.884,286.564,-21.496,31.237
0609-1-01-770,Bauchsprung,12.719,25.308,-4.342,14.474,-20.585,87.426,-5.732,27.233,-4.368,11.114,-20.961,81.33,-5.349,17.004
0609-1-01-771,Von Bauch in Stand,11.455,23.24,5.733,15.104,22.674,80.87,5.182,29.396,5.681,11.583,23.014,76.113,4.804,18.124
